William Tucker,1894,Forward,1872,5,3,0,0,Danmark,1872,Region Hovedstaden
Bob Wood,1894,Halfback,Pontefract,1,0,0,0,United Kingdom,England,Yorkshire and the Humber
Albert Elliott,1894,Forward,Sthampton,1,0,0,0,g,n,i
Walter Jackson,1894,Wing,Gloucester,1,0,0,0,United Kingdom,England,South West England
William Walton,1894,Forward,?,1,0,0,0,g,n,i
Edward Baker,1895,Centre,United States,7,3,0,0,United States of America,Missing,Missing
Godfrey Carey,1895,Forward,Guernsey,5,3,1,3,Guernsey,Missing,Missing
Dick Cattell,1895,Fly-half,Erdington,7,3,2,6,United Kingdom,England,West Midlands
John Fegan,1895,Wing,Kent,3,2,1,3,United Kingdom,England,South East
Horace Finlinson,1895,Forward,Bedford,3,2,0,0,United Kingdom,England,East of England
Frederick Leslie-Jones,1895,Centre,Fylde,2,2,1,3,United Kingdom,England,North West England
Frank Mitchell,1895,Forward,Market Weighton,6,3,1,5,United Kingdom,England,Yorkshire and the Humber
Francis Poole,1895,Forward,Houghton,3,2,0,0,United States of America,South Dakota,Brown County
Charles Thomas,1895,Forward,Barnstaple,4,2,1,3,United Kingdom,England,South West England
Herbert Ward,1895,Fullback,Bradford,1,1,0,0,United Kingdom,England,Yorkshire and the Humber
Thomas Dobson,1895,Centre,Bradford,1,0,0,0,United Kingdom,England,Yorkshire and the Humber
Ernest Fookes,1896,Wing,Waverley,10,3,5,15,United Kingdom,EH1 1YT,Scotland
Lyndhurst Giblin,1896,Forward,Tasmania,3,2,0,0,Australia,Tasmania,Missing
John Pinch,1896,Forward,Lancaster,3,2,0,0,United States of America,penna,Lancaster County
John Rhodes,1896,Forward,Pontefract,3,1,0,0,United Kingdom,England,Yorkshire and the Humber
Anthony Starks,1896,Forward,Castleford,2,1,0,0,United Kingdom,England,Yorkshire and the Humber
John Ward,1896,Forward,Castleford,3,1,0,0,United Kingdom,England,Yorkshire and the Humber
Willie Whiteley,1896,Forward,Yorks,1,1,0,0,Deutschland,10965,Berlin
James Baron,1896,Forward,Micklethwaite,3,0,0,0,United Kingdom,England,North West England
George Hughes,1896,Forward,Yorks,1,0,0,0,Deutschland,10965,Berlin
Edward Knowles,1896,Forward,Cumb.,2,1,0,0,g,n,i
Bob Poole,1896,Fullback,Hartlepool,1,0,0,0,United Kingdom,England,North East England
William Ashford,1897,Forward,Devon,4,1,0,0,United Kingdom,England,South West England
Francis Byrne,1897,Wing,Birmingham,1,0,0,0,United Kingdom,England,West Midlands
Percy Ebdon,1897,Forward,Somerset,2,0,0,0,United Kingdom,England,South West England
Tom Fletcher,1897,Centre,Cumberland,1,0,0,0,United States of America,Illinois,Cumberland County
Frederick Jacob,1897,Forward,Kent,8,2,0,0,United Kingdom,England,South East
Roland Mangles,1897,Forward,Guildford,2,0,0,0,United Kingdom,GU1 4UT,England
Robert Oakes,1897,Forward,Hartlepool,8,2,0,0,United Kingdom,England,North East England
Wilfred Stoddart,1897,Forward,Liverpool,3,1,0,0,United Kingdom,England,North West England
Frank Stout,1897,Forward,Gloucester,21,5,1,5,United Kingdom,England,South West England
William Bunting,1897,Centre,Daventry,9,2,0,0,United Kingdom,England,East Midlands
Samuel Northmore,1897,Fly-half,Cumberland,1,0,0,0,United States of America,Illinois,Cumberland County
Tot Robinson,1897,Wing,Gateshead,8,2,8,24,United Kingdom,England,North East England
John Taylor,1897,Centre,?,11,3,1,5,g,n,i
James Davidson,1897,Forward,?,5,2,0,0,g,n,i
Herbert Dudgeon,1897,Forward,Tynemouth,7,2,0,0,United Kingdom,England,North East England
Osbert Mackie,1896,Centre,Wakefield,6,4,1,7,United Kingdom,England,Yorkshire and the Humber
Joseph Blacklock,1898,Forward,S Shields,2,0,0,0,United Kingdom,England,North East England
Philip Jacob,1898,Scrum-half,Seoni,1,0,0,0,India,Madhya Pradesh,Seoni
Harry Myers,1898,Fly-half,Leeds,1,0,0,0,United Kingdom,England,Yorkshire and the Humber
Richard Pierce,1898,Forward,W Derby,2,0,0,0,United Kingdom,England,North West England
