Thomas Harvey,1900,Forward,8,2,6,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Albert Freear,1901,Wing,3,1,2,0,1,3,Lancs,United Kingdom,S6 3TB,England,Yorkshire and the Humber
Patrick Healey,1901,Forward,10,3,7,0,0,0,?,g,n,i,s
Archibald Heron,1901,Forward,1,1,0,0,0,0,?,g,n,i,s
Harry Irvine,1901,Forward,1,0,1,0,0,2,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Hugh Ferris,1901,Scrum-half,2,1,1,0,0,0,Co Down,United Kingdom,Northern Ireland,County Down,Missing
Harry Corley,1902,Halfback,8,2,6,0,0,5,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Charles Fitzgerald,1902,Wing,3,1,2,0,0,0,Lurgan,United Kingdom,Northern Ireland,County Armagh,Lurgan
George Hamlet,1902,Forward,30,12,17,1,0,0,Balbriggan,Republic of Ireland,Leinster,County Dublin,Fingal
Alfred Tedford,1902,Forward,26,9,15,2,6,18,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
John Pringle,1902,Forward,2,1,1,0,0,0,?,g,n,i,s
Henry Anderson,1903,Wing,4,2,2,0,0,0,Cape Town,South Africa,Western Cape,City of Cape Town,Cape Town
George Harvey,1903,Centre,5,4,1,0,0,0,?,g,n,i,s
Robertson Smyth,1903,Forward,6,1,3,2,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
David Taylor,1903,Centre,1,1,0,0,0,0,?,g,n,i,s
James Wallace,1903,Forward,10,4,6,0,4,12,Roscrea,Republic of Ireland,Munster,County Tipperary,Roscrea
George Bradshaw,1903,Wing,1,0,1,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
James Parke,1903,Centre,20,6,14,0,2,36,Co Monaghan,Republic of Ireland,County Monaghan,Missing,Missing
Fred Kennedy,1904,Halfback,2,1,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Campbell Robb,1904,Wing,5,1,4,0,1,3,Galway,Republic of Ireland,Connacht,County Galway,Cathair na Gaillimhe
Thomas Robinson,1904,Fly-half,10,3,7,0,1,3,?,g,n,i,s
Joseph Wallace,1903,Forward,5,0,3,2,0,0,Roscrea,Republic of Ireland,Munster,County Tipperary,Roscrea
Ernest Caddell,1904,Scrum-half,13,6,7,0,2,6,Louth,United Kingdom,England,East Midlands,Lincolnshire
John Moffatt,1904,Wing,4,2,2,0,4,12,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Reg Edwards,1904,Forward,4,3,1,0,0,0,1882,Sverige,Svealand,Örebro län,Landskapet Närke
Hercules Knox,1904,Forward,10,6,4,0,0,0,Mayo,Canada,Yukon,Mayo,Missing
Maurice Landers,1904,Fullback,5,3,2,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Henry Millar,1904,Forward,4,3,1,0,0,0,Co.Dublin,Republic of Ireland,Leinster,County Dublin,Missing
Harry Thrift,1904,Wing,18,8,10,0,5,15,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Basil MacLear,1905,Centre,11,5,6,0,4,18,Portsmouth,United Kingdom,England,South East,Hampshire
Hugh Wilson,1905,Forward,18,6,12,0,0,0,Co Antrim,United Kingdom,Northern Ireland,County Antrim,Missing
Harold Sugars,1905,Forward,3,0,3,0,2,6,Dungannon,United Kingdom,Northern Ireland,County Tyrone,Dungannon
Francis Casement,1906,Centre,3,2,1,0,0,0,?,g,n,i,s
Geoffrey Henebrey,1906,Fullback,6,3,3,0,0,0,Birkenhead,United Kingdom,England,North West England,Birkenhead
William Purdon,1906,Scrum-half,3,2,1,0,1,3,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Michael White,1906,Forward,6,3,3,0,0,0,?,g,n,i,s
Bertie Gotto,1906,Centre,1,0,1,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
George McIldowie,1906,Forward,4,0,3,1,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
William Cogan,1907,Forward,2,1,1,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Robert Forbes,1907,Forward,1,1,0,0,0,0,Essex,United Kingdom,England,East of England,Essex
Thomas Greeves,1907,Centre,5,2,3,0,0,0,?,g,n,i,s
James Sweeney,1907,Forward,3,1,2,0,0,0,Co Donegal,Republic of Ireland,Ulster,County Donegal,Missing
Charles Thompson,1907,Wing,13,4,8,1,5,15,?,g,n,i,s
Frederick Harvey,1907,Fullback,2,1,1,0,0,0,Co Meath,Republic of Ireland,Leinster,County Meath,Missing
Billy Hinton,1907,Fullback,16,6,9,1,0,4,?,g,n,i,s
Charles Adams,1908,Forward,16,10,6,0,1,3,?,g,n,i,s
Herbert Aston,1908,Halfback,2,0,2,0,1,3,Co.Dublin,Republic of Ireland,Leinster,County Dublin,Missing
Gerald Beckett,1908,Centre,3,1,2,0,1,3,?,g,n,i,s
Thomas Harpur,1908,Forward,3,1,2,0,0,0,Mountmellick,Republic of Ireland,Leinster,County Laois,Mountmellick
Edward Morphy,1908,Forward,1,0,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Frank Smartt,1908,Scrum-half,3,1,2,0,0,0,?,g,n,i,s
Tom Smyth,1908,Forward,16,5,10,1,2,6,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Bethel Solomons,1908,Forward,10,2,7,1,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Ernest Deane,1909,Wing,1,0,1,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Michael Garry,1909,Forward,7,3,4,0,0,0,?,g,n,i,s
Godfrey Pinion,1909,Fly-half,4,1,3,0,0,2,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Oliver Piper,1909,Forward,9,2,6,1,0,0,Neath,United Kingdom,Wales,West Glamorgan,Neath
John Blackham,1909,Hooker,6,1,4,1,0,0,Queen's Co.,United States of America,New York,NYC,Queens County
Thomas Halpin,1909,Forward,13,6,6,1,0,0,?,g,n,i,s
Richard Magrath,1909,Wing,1,0,1,0,0,0,Cork City,Republic of Ireland,Munster,County Cork,Cork
Frederick McCormac,1909,Scrum-half,3,1,2,0,0,0,Dalkey,Republic of Ireland,Leinster,County Dublin,Dún Laoghaire-Rathdown
Jack O'Connor,1909,Scrum-half,1,1,0,0,1,3,?,g,n,i,s
Alexander Foster,1910,Centre,19,10,8,1,5,15,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Dickie Lloyd,1910,Fly-half,19,8,10,1,2,75,Tyrone,United States of America,penna,Blair County,Tyrone
Joseph Quinn,1910,Wing,15,8,6,1,9,27,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Harry Read,1910,Scrum-half,13,6,6,1,0,0,Tipperary,Republic of Ireland,Munster,County Tipperary,Tipperary
William Riordan,1910,Forward,1,0,0,1,0,0,?,g,n,i,s
Alfred Taylor,1910,Centre,4,1,2,1,1,3,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Herbert Moore,1910,Forward,8,4,4,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Robert Lyle,1910,Centre,2,1,1,0,0,0,?,g,n,i,s
Arthur McClinton,1910,Fly-half,2,1,1,0,0,2,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Cyril O'Callaghan,1910,Wing,7,5,2,0,2,6,Carlow,Republic of Ireland,Leinster,County Carlow,Carlow
William Smyth,1910,Forward,3,1,2,0,0,0,Co.Antrim,United Kingdom,Northern Ireland,County Antrim,Missing
William Beatty,1910,Prop,3,3,0,0,0,0,Co.Down,United Kingdom,Northern Ireland,County Down,Missing
William Tyrrell,1910,Forward,9,4,5,0,3,9,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Samuel Campbell,1911,Forward,12,7,5,0,0,0,1889,United States of America,North Carolina,Haywood County,Cruso
Michael Heffernan,1911,Forward,4,3,1,0,1,3,?,g,n,i,s
Alexander Jackson,1911,Centre,10,6,4,0,3,9,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
James Smyth,1911,Forward,3,3,0,0,0,0,Co.Antrim,United Kingdom,Northern Ireland,County Antrim,Missing
Richard Graham,1911,Fullback,1,1,0,0,0,0,?,g,n,i,s
William Edwards,1912,Forward,2,1,1,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Robert Hemphill,1912,Forward,4,3,1,0,0,0,?,g,n,i,s
George McConnell,1912,Forward,4,2,2,0,0,0,Co.Donegal,Republic of Ireland,Ulster,County Donegal,Missing
Charles MacIvor,1912,Wing,7,4,3,0,1,3,West Indies,Nederland,0000NA,Curaçao,Willemstad
d'Arcy Patterson,1912,Forward,8,4,4,0,1,3,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Myley Abraham,1912,Centre,5,2,3,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
George Killeen,1912,Forward,10,4,6,0,0,0,Co Clare,Republic of Ireland,Munster,County Clare,Missing
George Brown,1912,Prop,3,2,1,0,1,3,Co.Kilkenny,Republic of Ireland,Leinster,County Kilkenny,Missing
Robin Wright,1912,Fullback,1,1,0,0,0,0,?,g,n,i,s
Robert Burgess,1912,Forward,1,0,1,0,0,0,?,g,n,i,s
John Clune,1912,Lock,6,2,4,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
George Holmes,1912,Centre,3,0,3,0,0,0,Rathmines,Republic of Ireland,Leinster,County Dublin,Dublin
John Minch,1912,Centre,5,1,4,0,0,0,Co Kildare,Republic of Ireland,Leinster,County Kildare,Missing
Geoffrey Schute,1912,Forward,3,0,3,0,1,3,Dublin North,United States of America,New York,Seneca County,Dublin
Charles Stuart,1912,Fullback,1,0,1,0,0,0,?,g,n,i,s
Richard Watson,1912,Wing,1,0,1,0,0,0,?,g,n,i,s
James Finlay,1913,Forward,6,0,6,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Ernest Jeffares,1913,Forward,2,0,2,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Patrick Stokes,1913,Flanker,12,3,9,0,4,12,Tipperary,Republic of Ireland,Munster,County Tipperary,Tipperary
Gordon Young,1913,Fullback,1,0,1,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Frank Bennett,1913,Wing,1,0,1,0,0,0,Clonakilty,Republic of Ireland,Munster,County Cork,Clonakilty
J.W. McConnell,1913,Fullback,1,0,1,0,0,0,?,g,n,i,s
Patrick O'Connell,1913,Forward,6,3,3,0,0,0,Co Tipperary,Republic of Ireland,Munster,County Tipperary,Missing
Stanhope Polden,1913,Scrum-half,4,2,2,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Albert Stewart,1913,Centre,3,2,1,0,1,3,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Andrew Todd,1913,Fullback,3,2,1,0,0,0,?,g,n,i,s
George Wood,1913,Wing,2,1,1,0,0,0,Co Mayo,Republic of Ireland,Connacht,County Mayo,Missing
William Collopy,1914,Prop,19,7,12,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
John Dowse,1914,Forward,3,2,1,0,0,0,Co Dublin,Republic of Ireland,Leinster,County Dublin,Missing
Jack Parr,1914,Flanker,4,2,2,0,0,0,?,g,n,i,s
Vincent McNamara,1914,Scrum-half,3,1,2,0,1,3,Co Cork,Republic of Ireland,Munster,County Cork,Missing
Frank Montgomery,1914,Fullback,3,1,2,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
James Taylor,1914,Forward,3,1,2,0,0,0,Londonderry,United Kingdom,Northern Ireland,County Londonderry,Londonderry
Henry Jack,1914,Fly-half,3,1,2,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Jasper Brett,1914,Wing,1,0,1,0,0,0,Kingstown,Saint Vincent and the Grenadines,Saint George,Kingstown,Missing
Charles Bryant,1920,Wing,2,0,2,0,0,0,Penarth,United Kingdom,CF64,Wales,Vale of Glamorgan
Nick Butler,1920,Prop,1,0,1,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Henry Coulter,1920,Hooker,3,0,3,0,0,0,Co Down,United Kingdom,Northern Ireland,County Down,Missing
William Crawford,1920,Fullback,30,12,17,1,0,18,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Robert Crichton,1920,Lock,15,3,11,1,0,0,?,g,n,i,s
William Cullen,1920,Centre,1,0,1,0,0,0,Balghupar,g,n,i,s
James Dickson,1920,Wing,3,0,3,0,1,3,Enniskillen,United Kingdom,Northern Ireland,County Fermanagh,Enniskillen
George Doherty,1920,Lock,7,1,6,0,0,0,Wandsworth,United Kingdom,England,Greater London,London
Arthur Horan,1920,Scrum-half,2,0,2,0,0,0,London,United Kingdom,England,Greater London,London
William Roche,1920,No. 8,3,0,3,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Thomas Wallace,1920,Centre,3,0,3,0,0,0,Ballymayo,g,n,i,s
Andy Courtney,1920,Prop,7,1,6,0,0,0,Nenagh,Republic of Ireland,Munster,County Tipperary,Nenagh
William Duggan,1920,Centre,2,0,2,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Basil McFarland,1920,Wing,4,0,4,0,0,4,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
James O'Neill,1920,Scrum-half,1,0,1,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Alfred Price,1920,Prop,2,0,2,0,1,3,Co Kerry,Republic of Ireland,Munster,County Kerry,Missing
Patrick Roddy,1920,Centre,2,0,2,0,0,0,?,g,n,i,s
Michael Bradley,1920,Prop,19,9,10,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Bill Cunningham,1920,Fly-half,9,2,6,1,2,6,1900,Argentina,1900,BA,Partido de La Plata
Norman Potterton,1920,No. 8,1,0,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Declan Browne,1920,Hooker,1,0,1,0,0,0,?,g,n,i,s
John Smyth,1920,Flanker,1,0,1,0,0,0,Co Down,United Kingdom,Northern Ireland,County Down,Missing
George Stephenson,1920,Centre,42,20,20,2,14,89,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
John Bermingham,1921,Prop,4,1,3,0,0,0,Co.Offaly,Republic of Ireland,Leinster,County Offaly,Missing
Henry Cormac,1921,Wing,3,1,2,0,0,0,Howth,Republic of Ireland,Leinster,County Dublin,Fingal
Denis Cussen,1921,Wing,15,6,9,0,5,15,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Charles Hallaran,1921,Lock,15,6,9,0,0,0,Ceylon,United States of America,penna,Greene County,Ceylon
Thomas McClelland,1921,Flanker,16,5,11,0,2,6,?,g,n,i,s
Thomas Mayne,1921,Scrum-half,3,1,2,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Noel Purcell,1921,No. 8,4,1,3,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
John Thompson,1921,Flanker,8,2,6,0,0,0,?,g,n,i,s
Cecil Davidson,1921,Wing,1,0,1,0,0,0,?,g,n,i,s
Thomas Wallis,1921,Wing,5,1,4,0,1,14,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Samuel McVicker,1922,Lock,4,1,3,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Reuben Owens,1922,Flanker,2,0,2,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Donal Sullivan,1922,Centre,4,1,3,0,0,0,Co Cork,Republic of Ireland,Munster,County Cork,Missing
Jim Wheeler,1922,Fly-half,5,1,4,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Joseph Clarke,1922,Scrum-half,7,2,5,0,1,3,Dundrum,Republic of Ireland,Leinster,County Dublin,Dún Laoghaire-Rathdown
John Egan,1922,Flanker,1,0,1,0,0,0,?,g,n,i,s
Ivan Popham,1922,Lock,4,1,3,0,0,0,?,g,n,i,s
Henry Stephenson,1922,Wing,14,5,8,1,4,12,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Joseph Gillespie,1922,Prop,2,1,1,0,0,0,Co.Roscommon,Republic of Ireland,Connacht,County Roscommon,Missing
Joe Stewart,1922,Fullback,10,6,3,1,0,0,Boghill,United Kingdom,Northern Ireland,County Londonderry,Coleraine
Dick Collopy,1923,Prop,13,5,7,1,0,0,?,g,n,i,s
Dunlop Cunningham,1923,Lock,6,3,2,1,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
James Gardiner,1923,Centre,13,5,7,1,1,3,?,g,n,i,s
Robert Gray,1923,No. 8,4,2,2,0,0,0,Co Monaghn,g,n,i,s
William Hall,1923,Fly-half,6,2,4,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Finlay Jackson,1923,Centre,1,0,1,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Robert McClenahan,1923,Wing,3,1,2,0,0,0,?,g,n,i,s
Jack Mahony,1923,No. 8,1,0,1,0,0,0,?,g,n,i,s
Peter Dunn,1923,Lock,1,0,1,0,0,0,?,g,n,i,s
Jamie Clinch,1923,Flanker,30,16,12,2,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Arthur Douglas,1923,Wing,5,1,4,0,2,6,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Alfred Atkins,1924,Wing,1,1,0,0,1,3,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
William Collis,1924,Hooker,7,4,2,1,0,0,Killiney,Republic of Ireland,Leinster,County Dublin,Dún Laoghaire-Rathdown
John McDowell,1924,Fly-half,2,1,1,0,0,0,?,g,n,i,s
Jim McVicker,1924,Lock,23,11,10,2,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Ian Stuart,1924,Lock,2,0,2,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Frank Hewitt,1924,Fly-half,9,5,3,1,2,6,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Tom Hewitt,1924,Wing,9,5,3,1,2,8,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Norman Brand,1924,Forward,3,0,3,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Alex Spain,1924,Lock,1,0,1,0,0,0,Cashel,Republic of Ireland,Munster,County Tipperary,Cashel
Mark Sugden,1925,Scrum-half,28,16,10,2,3,9,Staffs,Kenya,00200,Nairobi,Eastleigh
George Beamish,1925,No. 8,30,13,15,2,0,0,Munster,Republic of Ireland,Munster,Missing,Missing
William Browne,1925,Hooker,12,6,5,1,1,3,Longford,Republic of Ireland,Leinster,County Longford,Longford
Standish Cagney,1925,Lock,13,9,3,1,0,0,Harrow-on-the-Hill,United Kingdom,HA1 1BB,England,Greater London
Eugene Davy,1925,Fly-half,34,19,14,1,8,36,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Robert Flood,1925,No. 8,1,1,0,0,0,0,?,g,n,i,s
Terence Millin,1925,Centre,1,1,0,0,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Jimmy Farrell,1926,Lock,34,18,15,1,0,0,Meath,United States of America,Arizona,Yavapai County,Janet Lane
Rex Hamilton,1926,Wing,1,1,0,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Joseph Neill,1926,Flanker,1,1,0,0,0,0,?,g,n,i,s
Allan Buchanan,1926,Prop,6,4,2,0,0,0,?,g,n,i,s
Charles Payne,1926,Hooker,16,10,5,1,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Jack Gage,1926,Wing,5,4,1,0,1,3,Worcester,United Kingdom,England,West Midlands,Worcestershire
Charles Hanrahan,1926,Prop,20,11,8,1,1,3,?,g,n,i,s
Maurice Atkinson,1927,Centre,2,1,1,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Jim Ganly,1927,Wing,12,7,5,0,7,24,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Paul Murray,1927,Scrum-half,23,11,12,0,1,33,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Norman Ross,1927,No. 8,2,1,1,0,0,0,Ballymena,United Kingdom,Northern Ireland,County Antrim,Ballymena
Hugh McVicker,1927,Lock,5,3,2,0,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Theodore Pike,1927,Prop,8,5,3,0,1,3,Thurles,Republic of Ireland,Munster,County Tipperary,Thurles
Joxer Arigho,1928,Wing,16,8,7,1,6,18,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Thomas Bramwell,1928,Hooker,1,1,0,0,0,0,Co.Antrim,United Kingdom,Northern Ireland,County Antrim,Missing
Reginald Odbert,1928,Centre,1,1,0,0,0,0,Monkstown,Republic of Ireland,Leinster,County Dublin,Dún Laoghaire-Rathdown
Rowland Byers,1928,Wing,5,3,1,1,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Jerry Mullane,1928,Flanker,2,2,0,0,0,0,Newcastle West,Republic of Ireland,Munster,County Limerick,Newcastle West
Mike Dunne,1928,Lock,16,7,9,0,0,0,Co.Dublin,Republic of Ireland,Leinster,County Dublin,Missing
Hugh Browne,1929,Hooker,3,1,1,1,0,2,London,United Kingdom,England,Greater London,London
John Synge,1929,Flanker,1,0,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Morgan Crowe,1929,Centre,13,6,6,1,2,6,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Mark Deering,1929,Lock,1,0,0,1,0,0,Co Wicklow,Republic of Ireland,Leinster,County Wicklow,Missing
Claude Carroll,1930,Lock,1,0,1,0,0,0,Thurles,Republic of Ireland,Munster,County Tipperary,Thurles
Ted Hunt,1930,Centre,5,2,3,0,2,6,Dorset,United Kingdom,England,South West England,Dorset
William McCormick,1930,No. 8,1,1,0,0,0,0,Co Derry,United Kingdom,Northern Ireland,County Londonderry,Missing
Noel Murphy,1930,Flanker,11,5,6,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
Henry O'Neill,1930,Prop,11,4,7,0,0,0,Portstewart,United Kingdom,Northern Ireland,County Londonderry,Portstewart
Frederick Williamson,1930,Fullback,3,2,1,0,0,0,Wexford,Republic of Ireland,Leinster,County Wexford,Wexford
Ter Casey,1930,Hooker,2,1,1,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Major Egan,1931,Fullback,3,1,2,0,0,0,?,g,n,i,s
Edward Lightfoot,1931,Wing,11,5,6,0,3,9,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Jack Russell,1931,Lock,19,8,11,0,2,6,Queenstown Cobh,g,n,i,s
Jack Siggins,1931,No. 8,24,11,13,0,1,12,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Hal Withers,1931,No. 8,5,2,3,0,0,0,?,g,n,i,s
Laurence McMahon,1931,Centre,12,5,7,0,3,12,London,United Kingdom,England,Greater London,London
Victor Pike,1931,Hooker,13,5,8,0,1,3,Thurles,Republic of Ireland,Munster,County Tipperary,Thurles
John Entrican,1931,Fullback,1,1,0,0,0,0,Cookstown,United Kingdom,Northern Ireland,County Tyrone,Cookstown
Dermot Morris,1931,Fullback,6,2,4,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
William Ross,1932,Flanker,9,3,6,0,2,6,?,g,n,i,s
Michael Sheehan,1932,Scrum-half,1,0,1,0,0,0,Limerick,Republic of Ireland,Munster,County Limerick,Limerick
Shaun Waide,1932,Wing,5,3,2,0,3,9,?,g,n,i,s
Ernest Ridgeway,1932,Centre,5,4,1,0,1,3,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Robin Pratt,1933,Fullback,5,1,4,0,0,0,Enniskillen,United Kingdom,Northern Ireland,County Fermanagh,Enniskillen
Bobby Barnes,1933,Centre,1,1,0,0,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Charles Beamish,1933,Prop,12,5,7,0,1,3,Cork,Republic of Ireland,Munster,County Cork,Cork
Paddy Coote,1933,Centre,1,0,1,0,0,0,Eton,France,55240,France métropolitaine,Lorraine
Joseph O'Connor,1933,Wing,11,3,8,0,3,9,Castleisland,Republic of Ireland,Munster,County Kerry,Castleisland
Mebs Bardon,1934,Flanker,1,0,1,0,0,0,Wicklow,Republic of Ireland,Leinster,County Wicklow,Wicklow
Bob Graves,1934,Hooker,17,6,11,0,0,0,Co Kerry,Republic of Ireland,Munster,County Kerry,Missing
George Morgan,1934,Scrum-half,20,9,11,0,2,6,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
James Reardon,1934,Centre,2,0,2,0,0,0,?,g,n,i,s
Sam Walker,1934,Prop,18,7,11,0,1,7,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Ham Lambert,1934,Centre,2,0,2,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
David Lane,1934,Wing,4,1,3,0,0,0,Cork,Republic of Ireland,Munster,County Cork,Cork
John Reid,1934,Fly-half,2,0,2,0,0,0,Co Cork,Republic of Ireland,Munster,County Cork,Missing
Aidan Bailey,1934,Centre,13,6,7,0,4,22,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Daniel Langan,1934,Fullback,1,0,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Noel McGrath,1934,Prop,1,0,1,0,0,0,Wakefield,United Kingdom,England,Yorkshire and the Humber,Wakefield
John Megaw,1934,No. 8,2,0,2,0,0,0,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Philip Crowe,1935,Fullback,2,0,2,0,0,2,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Seamus Deering,1935,Lock,9,5,4,0,0,0,Co Wicklow,Republic of Ireland,Leinster,County Wicklow,Missing
Patrick Lawlor,1935,Flanker,6,4,2,0,1,3,Co Wicklow,Republic of Ireland,Leinster,County Wicklow,Missing
Mike Sayers,1935,Flanker,10,6,4,0,0,3,Madras,India,600001,Tamil Nadu,Chennai
Victor Hewitt,1935,Fly-half,6,4,2,0,0,4,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Jack Doyle,1935,Wing,1,1,0,0,1,3,?,g,n,i,s
Vesey Boyle,1935,Wing,11,5,6,0,1,3,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Thomas Dunn,1935,Prop,1,0,1,0,0,0,?,g,n,i,s
George Malcolmson,1935,Fullback,7,4,3,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Clive Wallis,1935,Prop,1,0,1,0,0,0,Dublin,Republic of Ireland,Leinster,County Dublin,Dublin
Bob Alexander,1936,Flanker,14,7,7,0,2,6,Belfast,United Kingdom,Northern Ireland,County Antrim,Belfast
Fred Moran,1936,Wing,9,5,4,0,6,18,?,g,n,i,s
Thomas Corken,1937,Hooker,3,2,1,0,0,0,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
George Cromey,1937,Fly-half,10,5,5,0,2,6,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Blair Mayne,1937,Lock,9,4,5,0,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
Charles Reidy,1937,Prop,1,1,0,0,0,0,London,United Kingdom,England,Greater London,London
Ted Ryan,1937,Prop,3,1,2,0,0,0,Co.Clare,Republic of Ireland,Munster,County Clare,Missing
Maurice Daly,1938,Wing,1,0,1,0,1,3,?,g,n,i,s
John Irwin,1938,No. 8,5,2,3,0,1,3,Northern Ireland,United Kingdom,Northern Ireland,Missing,Missing
