Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Keli Tuatagaloa,Samoa,1963,Centre,3,0,3,0,0,0,,
V. Tuatagaloa,Samoa,1963,Fullback,1,0,1,0,0,0,,
Pito Fa'alogo,Samoa,1963,Centre,1,0,1,0,0,0,,
Efu Feagai,Samoa,1963,Prop,1,0,1,0,0,0,,
Fealofima Lima,Samoa,1963,Flanker,1,0,1,0,0,0,,
Ni'o Petaia,Samoa,1963,Fullback,1,0,1,0,0,0,,
H. Ekeroma,Samoa,1972,NA,2,0,2,0,0,0,,
S. Epati,Samoa,1972,NA,1,0,1,0,0,0,,
J. Fruean,Samoa,1972,NA,2,0,2,0,0,0,,
Siro Fuatai,Samoa,1972,NA,1,0,1,0,0,0,,
T. Galuvao,Samoa,1972,NA,1,0,1,0,0,0,,
I. Melei,Samoa,1972,NA,1,0,1,0,0,0,,
P. Momoisea,Samoa,1972,NA,2,0,2,0,0,0,,
T. Palamo,Samoa,1972,NA,1,0,1,0,0,0,,
K. Roberts,Samoa,1972,NA,1,0,1,0,0,0,,
R. Slade,Samoa,1972,NA,1,0,1,0,0,0,,
R. Tiatia,Samoa,1972,NA,1,0,1,0,0,0,,
S. Tilialo,Samoa,1972,NA,1,0,1,0,0,0,,
P. Tu'uau,Samoa,1972,NA,3,0,3,0,0,0,,
F. Vagaia,Samoa,1972,NA,1,0,1,0,0,0,,
F. Vito,Samoa,1972,NA,2,0,2,0,0,0,,
F. Asi,Samoa,1975,NA,1,0,1,0,0,0,,
Jeffe Atoa,Samoa,1975,Centre,2,0,2,0,0,0,,
S. Enari,Samoa,1975,NA,1,0,1,0,0,0,,
Paul Grey,Samoa,1975,Wing,4,0,4,0,0,0,,
T. Iona,Samoa,1975,NA,1,0,1,0,0,0,,
T. Kali,Samoa,1975,NA,1,0,1,0,0,0,,
I. Laga'aia,Samoa,1975,NA,2,0,2,0,0,0,,
Peter Schuster,Samoa,1975,NA,1,0,1,0,0,0,,
Asora Simanu,Samoa,1975,Lock,2,0,2,0,0,0,,
F. Siu,Samoa,1975,NA,1,0,1,0,0,0,,
L. Utu'utu,Samoa,1975,NA,1,0,1,0,0,0,,
M. Vili,Samoa,1975,NA,1,0,1,0,0,0,,
Susuga Alesana,Samoa,1979,Flanker,13,5,8,0,0,0,,
Se Ati'ifale,Samoa,1979,Hooker,4,0,4,0,0,0,,
Simaile Leaupepe,Samoa,1979,Prop,3,0,3,0,0,0,,
Andy Leavasa,Samoa,1979,Lock,3,0,3,0,0,0,,
Magalo Malele,Samoa,1979,Prop,3,0,3,0,0,0,,
Arona Palamo,Samoa,1979,Centre,9,2,6,1,0,0,,
