Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Edouard Vallot,France,1912,Hooker,1.0,0.0,1.0,0.0,0.0,0.0,London,England
Jacques Forestier,France,1912,Prop,1.0,0.0,1.0,0.0,0.0,0.0,Aix-les-Bains,France
Marcel Monniot,France,1912,"Lock, Prop",2.0,0.0,2.0,0.0,0.0,0.0,Paris,France
Jean-Rene Pascarel,France,1912,Hooker,6.0,0.0,6.0,0.0,0.0,0.0,Bordeaux,France
Jean Sentilles,France,1912,Centre,4.0,0.0,4.0,0.0,0.0,0.0,Tarbes,France
Helier Tilh,France,1912,"Lock, Wing, Prop",6.0,0.0,6.0,0.0,0.0,0.0,Bosdarros,France
Maurice Hedembaigt,France,1913,"Halfback, Scrum-half",3.0,0.0,3.0,0.0,0.0,0.0,Anglet,France
Pierre Jaureguy,France,1913,"Wing, Centre",4.0,0.0,4.0,0.0,0.0,0.0,Ostabat,France
Jean Sebedio,France,1913,"Prop, Flanker, No. 8",9.0,2.0,5.0,2.0,3.0,1.0,Saint-Jean-de-Luz,France
Geo Andre,France,1913,Wing,7.0,0.0,7.0,0.0,11.0,3.0,Paris,France
Albert Chatau,France,1913,Fly-half,1.0,0.0,1.0,0.0,0.0,0.0,Urrugne,France
Marcel Favre,France,1913,Prop,2.0,0.0,2.0,0.0,0.0,0.0,La Roche-sur-Foron,France
Clovis Bioussa,France,1913,Fly-half,3.0,0.0,3.0,0.0,0.0,0.0,Toulouse,France
Gustave Podevin,France,1913,Lock,2.0,0.0,2.0,0.0,0.0,0.0,Paris,France
Jean Semmartin,France,1913,Fullback,2.0,0.0,2.0,0.0,0.0,0.0,Ars-en-Re,France
Philippe Struxiano,France,1913,Scrum-half,7.0,2.0,5.0,0.0,6.0,0.0,Toulouse,France
Albert Eutropius,France,1913,Flanker,1.0,0.0,1.0,0.0,0.0,0.0,Cayenne,France
Henri Tavernier,France,1913,Prop,1.0,0.0,1.0,0.0,0.0,0.0,Saint-Just-en-Chauss,
Jean-Marie Arnal,France,1914,Lock,2.0,0.0,2.0,0.0,0.0,0.0,Paris,France
Paul Faure,France,1914,"Prop, Hooker",3.0,0.0,3.0,0.0,0.0,0.0,Aureilhan,France
Robert Lacoste,France,1914,Wing,3.0,0.0,3.0,0.0,3.0,1.0,,
Rene Lasserre,France,1914,"Fullback, Centre, Flanker",15.0,4.0,9.0,2.0,10.0,2.0,Bayonne,France
Raphael Lavaud,France,1914,"Lock, Flanker",2.0,0.0,2.0,0.0,0.0,0.0,Bordeaux,France
Marcel-Frederic Lubin-Lebrere,France,1914,"Prop, Lock",15.0,3.0,10.0,2.0,6.0,2.0,Agen,France
Gilbert Pierrot,France,1914,Centre,3.0,0.0,3.0,0.0,0.0,0.0,Bizanos,France
Francois Poeydebasque,France,1914,"Fly-half, Centre",2.0,0.0,2.0,0.0,0.0,0.0,Bayonne,France
Lucien Besset,France,1914,"Centre, Fly-half",2.0,0.0,2.0,0.0,4.0,0.0,Paris,France
Robert Desvouges,France,1914,Lock,1.0,0.0,1.0,0.0,0.0,0.0,Neuilly-sur-Seine,France
Paulin Bascou,France,1914,Lock,1.0,0.0,1.0,0.0,0.0,0.0,Urrugne,France
Jean-Louis Capmau,France,1914,Flanker,1.0,0.0,1.0,0.0,3.0,1.0,Siran,France
Emmanuel Iguiniz,France,1914,Hooker,1.0,0.0,1.0,0.0,0.0,0.0,Bayonne,France
Eugene Billac,France,1920,Fly-half,9.0,3.0,6.0,0.0,6.0,2.0,Bayonne,France
Aime Cassayet-Armagnac,France,1920,"Lock, No. 8",31.0,5.0,24.0,2.0,9.0,3.0,Mont-de-Marsan,France
Andre Chilo,France,1920,"Fullback, Wing",4.0,0.0,4.0,0.0,0.0,0.0,Bordeaux,France
Rene Crabos,France,1920,Centre,17.0,6.0,9.0,2.0,19.0,1.0,Saint-Sever,France
Adolphe Jaureguy,France,1920,Wing,31.0,8.0,22.0,1.0,42.0,14.0,Ostabat,France
Joseph Laurent,France,1920,Flanker,3.0,0.0,3.0,0.0,0.0,0.0,Bayonne,France
Robert Marchand,France,1920,No. 8,2.0,0.0,2.0,0.0,0.0,0.0,Angouleme,France
Pierre Pons,France,1920,"Hooker, Prop",6.0,1.0,4.0,1.0,0.0,0.0,Llupia,France
Louis Puech,France,1920,Lock,5.0,2.0,3.0,0.0,0.0,0.0,Gorses,France
Paul Serre,France,1920,Wing,2.0,0.0,2.0,0.0,0.0,0.0,Clairac,France
Robert Thierry,France,1920,"Flanker, Lock",4.0,1.0,3.0,0.0,0.0,0.0,Brienon-sur-Armencon,
Theophile Cambre,France,1920,Fullback,4.0,2.0,2.0,0.0,0.0,0.0,Bordeaux,France
Abel Guichemerre,France,1920,Flanker,4.0,1.0,3.0,0.0,0.0,0.0,Dax,France
Jean Lavigne,France,1920,Centre,2.0,0.0,2.0,0.0,0.0,0.0,Levignacq,France
Eugene Soulie,France,1920,"Prop, Lock",9.0,4.0,4.0,1.0,0.0,0.0,Paris,France
Maurice Biraben,France,1920,Prop,10.0,4.0,4.0,2.0,0.0,0.0,Dax,France
Georges Constant,France,1920,Flanker,1.0,0.0,1.0,0.0,0.0,0.0,Perpignan,France
Francois Borde,France,1920,Centre,12.0,4.0,7.0,1.0,3.0,1.0,Lourdes,France
William Gayraud-Hirigoyen,France,1920,Hooker,1.0,1.0,0.0,0.0,3.0,1.0,Laroque-Timbaut,France
Raoul Got,France,1920,Wing,13.0,4.0,7.0,2.0,18.0,6.0,Perpignan,France
Jean Larrieu,France,1920,"Hooker, Flanker",7.0,3.0,4.0,0.0,0.0,0.0,Toulouse,France
Pierre Moureu,France,1920,"No. 8, Prop, Lock",17.0,5.0,11.0,1.0,6.0,2.0,Larrau,France
Jean Boubee,France,1921,Back-row,9.0,3.0,5.0,1.0,3.0,1.0,Biarritz,France
Jean Clement,France,1921,"Fullback, Fly-half, Halfback",10.0,2.0,6.0,2.0,0.0,0.0,Tarbes,France
Gilbert Coscolla,France,1921,"Prop, Lock",2.0,1.0,1.0,0.0,0.0,0.0,Beziers,France
Jean Lobies,France,1921,Wing,3.0,1.0,2.0,0.0,0.0,0.0,Bone,Germany
Roger Piteu,France,1921,Scrum-half,15.0,2.0,11.0,2.0,6.0,2.0,Pau,France
Fernand Vaquer,France,1921,"Lock, No. 8",3.0,1.0,2.0,0.0,0.0,0.0,Latour-bas-Elne,France
Adolphe Bousquet,France,1921,Fly-half,3.0,2.0,1.0,0.0,0.0,0.0,Beziers,France
Edmond Cayrefourcq,France,1921,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Tarbes,France
Charles-Anthoin Gonnet,France,1921,Hooker,16.0,4.0,11.0,1.0,5.0,0.0,Laon,France
Jacques Baquey,France,1921,Wing,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Medard-en-Jall,France
Marcel de Laborderie,France,1921,"Wing, Centre",4.0,1.0,3.0,0.0,3.0,1.0,Buenos Aires,Argentina
Maurice Jeangrand,France,1921,"Wing, Centre",1.0,1.0,0.0,0.0,0.0,0.0,Lourdes,France
Francois Cahuc,France,1922,Flanker,1.0,0.0,0.0,1.0,0.0,0.0,Pamiers,France
Joseph Pascot,France,1922,Fly-half,6.0,0.0,4.0,2.0,3.0,1.0,Port-Vendres,France
Andre Lafond,France,1922,Wing,1.0,0.0,0.0,1.0,0.0,0.0,Le Bouceau,
Roger Ramis,France,1922,"Wing, Centre",3.0,0.0,2.0,1.0,0.0,0.0,Perpignan,France
Louis Beguet,France,1922,"Hooker, Prop",10.0,3.0,7.0,0.0,32.0,1.0,Neuf-Mesnil,France
Jean Bernon,France,1922,"Lock, Prop",2.0,0.0,2.0,0.0,0.0,0.0,Toulouse,France
Albert Etchepare,France,1922,Flanker,1.0,0.0,1.0,0.0,0.0,0.0,Biaudos,France
Noel Sicart,France,1922,Back-row,1.0,0.0,1.0,0.0,0.0,0.0,Perpignan,France
Jean Bayard,France,1923,Hooker,6.0,1.0,5.0,0.0,0.0,0.0,Toulouse,France
Clement Dupont,France,1923,Scrum-half,16.0,7.0,9.0,0.0,0.0,0.0,Argeles-Gazost,France
Max Lalande,France,1923,Wing,3.0,1.0,2.0,0.0,3.0,1.0,Chateaurenard,France
Henri Behoteguy,France,1923,Centre,6.0,2.0,4.0,0.0,3.0,1.0,Bayonne,France
