Bala Jones,1901,Scrum-half,1,1,0,0,0,0,Aberavon,United Kingdom,Wales,Neath Port Talbot
Rusty Gabe,1901,Centre,28,21,6,1,12,36,Llangennech,United Kingdom,Wales,Carmarthenshire
Bob Jones,1901,Forward,1,1,0,0,0,0,Pontypridd,United Kingdom,CF37; CF38,Wales
Dick Jones,1901,Fly-half,15,12,2,1,3,9,Swansea,United Kingdom,Wales,West Glamorgan
Dicky Owen,1901,Scrum-half,35,27,7,1,2,6,Llandore,United Kingdom,Wales,Flintshire
Boxer Harding,1902,Forward,27,18,7,2,1,8,Market Rasen,United Kingdom,England,East Midlands
Dai Jones,1902,Forward,13,11,2,0,0,0,Aberaman,United Kingdom,Wales,Rhondda Cynon Taf
Strand Jones,1902,Fullback,5,4,1,0,0,11,Caio,Angola,Cabinda,Caio
Will Joseph,1902,Forward,16,12,3,1,0,0,Morriston,United Kingdom,Wales,Swansea
Teddy Morgan,1902,Wing,20,15,4,1,15,45,Aberdare,United Kingdom,Wales,Mid Glamorgan
Will Osborne,1902,Forward,6,5,1,0,1,3,Mountain Ash,United Kingdom,CF45,Wales
Danny Walters,1902,Forward,1,1,0,0,0,0,Llanelly,Australia,Victoria,Loddon Mallee
Harry Jones,1902,Forward,2,2,0,0,0,0,?,g,n,i
Fred Jowett,1903,Wing,1,1,0,0,0,0,Swansea,United Kingdom,Wales,West Glamorgan
Twyber Travers,1903,Hooker,25,21,4,0,1,3,Newport,United Kingdom,NP,Wales
Willie Arnold,1903,Wing,1,0,1,0,0,0,Morriston,United Kingdom,Wales,Swansea
Bert Winfield,1903,Fullback,15,11,3,1,0,50,Nottingham,United Kingdom,England,East Midlands
Jack Evans,1904,Forward,1,0,0,1,0,0,Blaina,United Kingdom,Wales,Blaenau Gwent
David Thomas,1904,Forward,10,7,2,1,0,0,Dunvant,United Kingdom,Wales,Swansea
David Davies,1904,Forward,1,1,0,0,0,0,Tonna,United Kingdom,Wales,Neath Port Talbot
Billy O'Neil,1904,Forward,11,10,1,0,0,0,Cardiff,United Kingdom,Wales,Cardiff
Cliff Pritchard,1904,Centre,5,4,1,0,2,6,Pontypool,United Kingdom,NP4,Wales
Beddoe Thomas-Maynard,1904,Forward,6,5,1,0,0,0,Upper Cwmbran,United Kingdom,NP44,Wales
Harry Watkins,1904,Forward,6,5,1,0,1,3,Trecastle,United Kingdom,Wales,Powys
Sid Bevan,1904,Forward,5,3,2,0,0,0,Morriston,United Kingdom,Wales,Swansea
Howell Jones,1904,Forward,1,0,1,0,0,0,Pontneddfechan,United Kingdom,Wales,Powys
Charlie Pritchard,1904,Forward,14,9,5,0,1,3,Newport,United Kingdom,NP,Wales
Windham Jones,1905,Halfback,1,1,0,0,1,3,Llanelly,Australia,Victoria,Loddon Mallee
Jack Williams,1905,Forward,5,3,2,0,0,0,Scethrog,United Kingdom,Wales,Powys
Percy Bush,1904,Fly-half,12,10,2,0,4,40,Cardiff,United Kingdom,Wales,Cardiff
Hop Maddock,1906,Wing,6,4,2,0,6,18,Pontycymmer,g,n,i
Reggie Gibbs,1906,Wing,18,13,4,1,18,60,Cardiff,United Kingdom,Wales,Cardiff
Tom Evans,1906,Flanker,18,15,3,0,1,3,Ammanford,United Kingdom,Wales,Carmarthenshire
Jack Powell,1906,Forward,1,0,1,0,0,0,Merthyr Tydfil,United Kingdom,Wales,Merthyr Tydfil
Dai Westacott,1906,Forward,1,0,1,0,0,0,Cardiff,United Kingdom,Wales,Cardiff
John Dyke,1906,Fullback,1,0,1,0,0,0,Narberth,United Kingdom,Wales,Pembrokeshire
Jack Jenkins,1906,Forward,1,0,1,0,0,0,Newbridge,Republic of Ireland,Leinster,County Kildare
Dick Thomas,1906,Forward,4,3,1,0,0,0,Rhondda,United Kingdom,Wales,Rhondda Cynon Taf
Johnny Williams,1906,Wing,19,15,3,1,17,51,Whitchurch,United Kingdom,England,West Midlands
John Alf Brown,1907,Forward,7,6,1,0,1,3,Cardiff,United Kingdom,Wales,Cardiff
Bailey Davies,1907,Fullback,1,1,0,0,0,0,Llanwenog,g,n,i
William Dowell,1907,Forward,7,6,1,0,0,0,Pontypool,United Kingdom,NP4,Wales
Jack Evans,1907,Centre,3,2,1,0,0,0,Llanybyther,United Kingdom,Wales,Carmarthenshire
James Watts,1907,Forward,11,10,1,0,2,6,Carmarthen,United Kingdom,Wales,Carmarthenshire
Jim Webb,1907,Lock,23,18,5,0,2,6,Glos,France,14100,France métropolitaine
Dickie David,1907,Scrum-half,1,1,0,0,0,0,Cardiff,United Kingdom,Wales,Cardiff
Ponty Jones,1907,Wing,1,1,0,0,1,3,Pontypool,United Kingdom,NP4,Wales
Tommy Vile,1904,Scrum-half,11,6,5,0,0,0,Newport,United Kingdom,NP,Wales
George Hayward,1908,Forward,5,5,0,0,0,0,?,g,n,i
Philip Hopkins,1908,Wing,4,3,1,0,3,9,Pontardawe,United Kingdom,Wales,Neath Port Talbot
Jack Jones,1908,Centre,20,12,7,1,7,25,Pontypool,United Kingdom,NP4,Wales
Ivor Morgan,1908,Flanker,13,12,1,0,6,18,Haverfordwest,United Kingdom,Wales,Pembrokeshire
Phil Waller,1908,Forward,9,7,2,0,0,0,Bath,United Kingdom,BA1,England
Jack Bancroft,1909,Fullback,18,14,4,0,0,88,Swansea,United Kingdom,Wales,West Glamorgan
Jake Blackmore,1909,Forward,1,1,0,0,0,0,Bedwellty,United Kingdom,Wales,Monmouthshire
Mel Baker,1909,Wing,4,3,1,0,4,12,Newport,United Kingdom,NP,Wales
Thomas Lloyd,1909,Forward,7,6,1,0,0,0,Neath,United Kingdom,Wales,West Glamorgan
Rees Thomas,1909,Forward,8,5,3,0,1,3,Caldicot,United Kingdom,NP26 4,Wales
Ben Gronow,1910,Forward,4,3,1,0,1,3,Bridgend,United Kingdom,Wales,Bridgend
Joe Pullman,1910,Forward,1,1,0,0,0,0,Cardiff,United Kingdom,Wales,Cardiff
Harry Jarman,1910,Forward,7,4,3,0,0,0,Talywain,United Kingdom,Wales,Torfaen
Joe Pugsley,1910,Hooker,7,6,1,0,2,6,Swansea,United Kingdom,Wales,West Glamorgan
Ernie Jenkins,1910,Flanker,2,2,0,0,0,0,Upper Cwmbran,United Kingdom,NP44,Wales
Willie Morgan,1908,Halfback,3,1,1,1,0,0,Sketty,United Kingdom,Wales,Swansea
Billy Spiller,1910,Centre,10,7,3,0,4,16,Cardiff,United Kingdom,Wales,Cardiff
Louis Dyke,1910,Centre,4,4,0,0,1,7,Cardiff,United Kingdom,Wales,Cardiff
Fred Birt,1911,Centre,7,3,4,0,0,7,Newport,United Kingdom,NP,Wales
Percy Coldrick,1911,Lock,6,5,1,0,0,0,Caerleon,United Kingdom,Wales,Newport
Bill Perry,1911,Lock,1,1,0,0,0,0,Neath,United Kingdom,Wales,West Glamorgan
Jim Birch,1911,Prop,2,2,0,0,0,0,Nthampton,g,n,i
William Evans,1911,Forward,1,1,0,0,0,0,Nantyglo,United Kingdom,Wales,Blaenau Gwent
Ewan Davies,1912,Wing,2,1,1,0,2,6,Cardiff,United Kingdom,Wales,Cardiff
Howell Davies,1912,Hooker,2,1,1,0,0,0,Skewen,United Kingdom,Wales,Neath Port Talbot
Clem Lewis,1912,Fly-half,11,7,4,0,3,19,Bridgend,United Kingdom,Wales,Bridgend
