Theuns Kruger,1921,Hooker,Steynsburg,8,5,0,0,South Africa,Eastern Cape,Joe Gqabi District Municipality
Frank Mellish,1920,Flanker,Rondebosch,12,8,1,3,South Africa,Western Cape,City of Cape Town
Charlie Meyer,1921,Centre,Bethel,3,1,0,0,United States of America,Alaska,Bethel
Baby Michau,1921,Lock,Guadock,1,0,0,0,g,n,i
Mannetjies Michau,1921,Scrum-half,Guadock,3,1,0,0,g,n,i
Harry Morkel,1921,Lock,Kimberley,1,0,0,0,South Africa,Northern Cape,Frances Baard District Municipality
Henry Morkel,1921,Wing,Somerset West,2,1,0,0,South Africa,Western Cape,City of Cape Town
Phil Mostert,1921,Prop,Krugersdorp,14,10,1,6,South Africa,Gauteng,West Rand District Municipality
Tokkie Scholtz,1921,Flanker,Somerset West,2,1,0,0,South Africa,Western Cape,City of Cape Town
Taffy Townsend,1921,Scrum-half,Newport,1,0,0,0,United Kingdom,NP,Wales
Attie van Heerden,1921,Wing,Boshof,2,0,1,3,South Africa,Free State,Lejweleputswa District Municipality
Alf Walker,1921,Lock,Randfontein,6,3,0,0,South Africa,Gauteng,West Rand District Municipality
Nic du Plessis,1921,Lock,Steynsburg,5,3,0,0,South Africa,Eastern Cape,Joe Gqabi District Municipality
Mervyn Ellis,1921,Flanker,Kokstad,6,4,0,0,South Africa,KwaZulu-Natal,Sisonke District Municipality
Royal Morkel,1921,Lock,Kimberley,2,1,0,0,South Africa,Northern Cape,Frances Baard District Municipality
Billy Sendin,1921,Centre,Kimberley,1,1,1,3,South Africa,Northern Cape,Frances Baard District Municipality
Tank van Rooyen,1921,Lock,Steynsburg,2,1,0,0,South Africa,Eastern Cape,Joe Gqabi District Municipality
Bill Zeller,1921,Wing,Umtala,2,1,0,0,g,n,i
Sas de Kock,1921,Centre,Caledon,2,0,0,0,Canada,Ontario,Peel Region
Sarel Strauss,1921,Centre,?,1,0,0,0,g,n,i
Pierre Albertyn,1924,Centre,Kleinmond,4,3,1,3,South Africa,Western Cape,Overberg District Municipality
Hans Aucamp,1924,Wing,Steynsburg,2,2,1,3,South Africa,Eastern Cape,Joe Gqabi District Municipality
Champion Myburgh,1924,Scrum-half,Paarl,1,1,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Bennie Osler,1924,Fly-half,Aliwal North,17,12,2,46,South Africa,Eastern Cape,Joe Gqabi District Municipality
Bill Payn,1924,Flanker,Harding,2,2,0,0,United States of America,South Dakota,Harding County
Kenny Starke,1924,Wing,Muldersvlei,4,3,3,13,South Africa,7607,Western Cape
Jackie Tindall,1924,Fullback,Stellenbosch,5,3,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Nic van Druten,1924,No. 8,Griquatown,8,5,2,6,g,n,i
Jack Bester,1924,Centre,Moorreesburg,2,2,1,3,South Africa,Western Cape,West Coast District Municipality
Nic Bosman,1924,Fullback,Pretoria,3,2,0,0,South Africa,Gauteng,City of Tshwane Metropolitan Municipality
Pally Truter,1924,Scrum-half,Riebeeck-Kasteel,2,2,0,0,g,n,i
Daunce Devine,1924,Scrum-half,Paarl,2,0,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Paul la Grange,1924,Flanker,Riversdale,2,1,0,0,Canada,S7M0X2,Saskatchewan
Jack Slater,1924,Wing,Grahamstown,3,2,2,6,South Africa,Eastern Cape,Sarah Baartman District Municipality
BV Vanderplank,1924,Prop,Pietermaritzburg,2,1,0,0,South Africa,KwaZulu-Natal,uMgungundlovu District Municipality
George Daneel,1928,No. 8,Calvinia,8,6,2,6,South Africa,Northern Cape,Namakwa District Municipality
Pierie de Villiers,1928,Scrum-half,Worcester,8,6,0,0,United Kingdom,England,West Midlands
Brooke Duffy,1928,Centre,East London,1,1,0,0,South Africa,Eastern Cape,Buffalo City Metropolitan Municipality
Flip Nel,1928,Lock,Natal,16,13,1,3,Brasil,Região Nordeste,RN
Sharkey Osler,1928,Centre,Aliwal North,1,1,0,0,South Africa,Eastern Cape,Joe Gqabi District Municipality
Hennie Potgieter,1928,Lock,?,2,1,0,0,g,n,i
Nic Pretorius,1928,Flanker,Vryburg,4,2,0,0,South Africa,North West,Dr Ruth Segomotsi Mompati District Municipality
Boet Prinsloo,1928,Wing,Standerton,1,1,0,0,South Africa,Mpumalanga,Gert Sibande District Municipality
