Marcel Loustau,1923,Wing,1,0,1,0,0,0,Sarraziet,France,40500,France métropolitaine
Christian Magnanou,1923,"Centre, Fly-half, Fullback",10,2,8,0,0,4,Perigueux,France,24000,France métropolitaine
Rene Salinie,1923,Centre,1,0,1,0,0,0,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
Georges Fargues,1923,Flanker,1,1,0,0,0,0,Dax,France,40100,France métropolitaine
Edmond Besset,1924,Fullback,1,1,0,0,0,0,Langeac,France,43300,France métropolitaine
Louis Cluchague,1924,Wing,2,1,1,0,1,3,Lons,France,64140,France métropolitaine
Henri Galau,1924,Fly-half,5,1,4,0,2,6,Villefranche-de-Conf,g,n,i
Louis Lepatey,1924,Prop,3,1,2,0,0,0,Moussan,France,11120,France métropolitaine
Etienne Piquiral,1924,Back-row,19,4,15,0,3,9,Perpignan,France,66000;66100,France métropolitaine
Marcel Besson,1924,"Centre, Wing",6,0,6,0,1,3,Verrieres-en-Forez,France,42600,France métropolitaine
Jean Danion,1924,Prop,1,0,1,0,0,0,Bordeaux,France,33000;33100;33300;33800,France métropolitaine
Laurent Pardo,1924,Fullback,2,0,2,0,0,0,Urrugne,France,64122;64700,France métropolitaine
Eugene Ribere,1924,Back-row,34,12,22,0,9,27,Thuir,France,66300,France métropolitaine
Jacques Ballarin,1924,"Wing, Centre",3,0,3,0,1,3,San Nicola,Italia,LAZ,Roma Capitale
Francois Clauzel,1924,Flanker,3,0,3,0,0,0,Coursan,France,11110,France métropolitaine
Alex Bioussa,1924,Flanker,21,5,16,0,3,9,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
Etienne Bonnes,1924,Fullback,3,1,2,0,0,0,Argelliers,France,34380,France métropolitaine
Albert Dupouy,1924,Centre,2,1,1,0,2,6,Carignan,France,08110,France métropolitaine
Rene Araou,1924,"Prop, Lock",1,1,0,0,0,0,Narbonne,France,11100,France métropolitaine
Gilbert Gerintes,1924,Flanker,3,1,2,0,3,9,Saint-Etienne,France,42000;42100,France métropolitaine
Jean Vaysse,1924,Centre,2,0,2,0,0,0,Carmaux,France,81400,France métropolitaine
Marcel Baillette,1925,"Wing, Centre",17,7,10,0,3,13,Perpignan,France,66000;66100,France métropolitaine
Yves du Manoir,1925,Fly-half,8,0,8,0,0,4,Vaucresson,France,92420,France métropolitaine
Jean Marcet,1925,Hooker,7,0,7,0,0,0,?,g,n,i
Andre Maury,1925,Prop,8,0,8,0,0,0,Agen,France,47000,France métropolitaine
Camille Montade,1925,"Prop, Lock",5,0,5,0,0,0,Villenueve-de-la-Rah,g,n,i
Rene Halet,1925,Wing,3,0,3,0,0,0,Le Mans,France,72000;72100,France métropolitaine
Auguste Laurent,1925,Lock,5,0,5,0,0,0,Anglet,France,64600,France métropolitaine
Jean Ducousso,1925,Fullback,3,0,3,0,0,4,Tarbes,France,65000,France métropolitaine
Francois Raymond,1925,Wing,3,0,3,0,0,0,Beziers,France,34500,France métropolitaine
Fernand Barthe,1925,Flanker,2,0,2,0,1,3,Saint-Macaire,France,33490,France métropolitaine
Adolphe Bringeon,1925,Wing,1,0,1,0,0,0,Saint-Jean-de-Luz,France,64500,France métropolitaine
Robert Levasseur,1925,Lock,2,0,2,0,0,0,Paris,France,France métropolitaine,Île-de-France
Leon Chapuy,1926,Centre,1,0,1,0,0,0,?,g,n,i
Louis Destarac,1926,Fullback,9,2,7,0,0,10,Tarbes,France,65000,France métropolitaine
