Walter Davis,NZ,,,,
Jum Sampson,NZ,Waihi,,,
William Murphy,IRE,,,,
"Roy Chambers""",AUS,Dulwich,,,
Roland Raymond,FIJ,,,,
John Hill,,,,,
Patrick Mulligan,SA,,,,
Haggis Lang,INDIA,Multan,,,
Peter Kay,AUS,Adelaide,,,
Toutai Kefu,TON,,,,
Owen Farrell,ENG,Wigan,,,
Charlie Sharples,HK,Hong Kong,,,
Matt Banahan,ENG,Channel Islands,,,
Jamie Salmon,ENG,,,,
David Cooke,AUS,Brisbane,,,
,,,,,
Fergie McCormick,,,,,"Johnstone, Peter"
Jack Hazlett,,,,,"Kelly, John Wallace"
Ian MacRae,,,,,"Stuart, Robert Charles"
Anthony Steel,,,,,"Skinner, Kevin Lawrence"
Bill Davis,,,,,"White, Richard Alexander"
Sid Going,,,,,"Mexted, Graham George"
John Major,,,,,"Cherrington, Nau Paora"
Jazz Muller,,,,,"Tanner, John Maurice"
Samuel Strahan,,,,,"Haig, Laurence Stokes"
Earle Kirton,,,,,"Hammond, Ian Arthur"
Graham Williams,,,,,"Robinson, Charles Edward"
Ian Kirkpatrick,,,,,"Bell, Raymond Henry"
Alister Hopkinson,,,,,"Erceg, Charles Percy"
Wayne Cottrell,,,,,"McCaw, William Alexander"
Thomas Lister,,,,,"Fitzpatrick, Brian Bernard James"
Grahame Thorne,,,,,"Jarden, Ronald Alexander"
Anthony Kreft,,,,,"Duff, Robert Hamilton"
Michael O'Callaghan,,,,,"Burke, Peter Standish"
Owen Stephens,,,,,"Reid, Alan Robin"
Alan Smith,,,,,"Eastgate, Barry Peter"
George Skudder,,,,,"Fitzgerald, James Train"
Bryan Williams,,,,,"Hotop, John"
Alan Sutherland,,,,,"Elsom, Allan Edwin George"
Alex Wyllie,,,,,"Davis, Keith"
Buff Milner,,,,,"Bremner, Selwyn George"
Neil Thimbleby,,,,,"Loader, Colin James"
Ron Urlich,,,,,"Oliver, Desmond Oswald"
Blair Furlong,,,,,"Bowers, Richard Guy"
Gerald Kember,,,,,"Dalzell, George Nelson"
Keith Murdoch,,,,,"Wilson, Douglas Dawson"
Bob Burgess,,,,,"White, Hallard Leo"
Ken Carrington,,,,,"Clark, William Henry"
Richard Guy,,,,,"Dixon, Maurice James"
Bruce Hunter,,,,,"Jones, Peter Frederick Hilton"
Alan McNaughton,,,,,"Hemi, Ronald Courtney"
Tane Norton,,,,,"Clarke, Ian James"
Pole Whiting,,,,,"Buxton, John Burns"
Howard Joseph,,,,,"Archer, William Robert"
Laurie Mains,,,,,"Gray, William Ngataiawhio"
Mick Duncan,,,,,"Hill, Stanley Frank"
Phil Gard,,,,,"Irwin, Mark William"
John Dougan,,,,,"Brown, Ross Handley"
Duncan Hales,,,,,"Walsh, Patrick Timothy"
Jeff Matheson,,,,,"McIntosh, Donald Neil"
Trevor Morris,,,,,"McAtamney, Francis Steven"
Mike Parkinson,,,,,"MacEwan, Ian Neven"
Bruce Robertson,,,,,"Young, Dennis"
Alistair Scown,,,,,"Clarke, Donald Barry"
Graham Whiting,,,,,"Lineen, Terence Raymond"
Lyn Jaffray,,,,,"McMullen, Raymond Frank"
Graham Sims,,,,,"Gillespie, William David"
Grant Batty,,,,,"Pickering, Ernest Arthur Rex"
Joseph Karam,,,,,"Watt, James Russell"
Hamish Macdonald,,,,,"Whineray, Wilson James"
Ian Stevens,,,,,"Meads, Colin Earl"
Kent Lambert,,,,,"Clarke, Adrian Hipkins"
Ian Hurst,,,,,"Graham, David John"
Murray Jones,,,,,"Urbahn, Roger James"
Robert Lendrum,,,,,"Briscoe, Kevin Charles"
Ken Stewart,,,,,"Caulton, Ralph Walter"
Terry Morrison,,,,,"Conway, Richard James"
Billy Bush,,,,,"Tremain, Kelvin Robin"
John Callesen,,,,,"Davies, William Anthony"
Bruce Gemmell,,,,,"O'Sullivan, Terrence Patrick Anthony"
Andrew Leslie,,,,,"Horsley, Ronald Hugh"
Duncan Robertson,,,,,"Yates, Victor Moses"
Kerry Tanner,,,,,"McKay, Donald William"
Jon McLachlan,,,,,"Connor, Desmond Michael"
Ashley Gardiner,,,,,"Little, Paul Francis"
Joe Morgan,,,,,"Meads, Stanley Thomas"
Bill Osborne,,,,,"Wolfe, Thomas Neil"
Lyn Davis,,,,,"Le Lievre, Jules Mathew"
Neil Purvis,,,,,"Nelson, Keith Alister"
Doug Bruce,,,,,"Thomas, Barry Trevor"
Kevin Everleigh,,,,,"Watt, Bruce Alexander"
Kit Fawcett,,,,,"Moreton, Raymond Claude"
Brad Johnstone,,,,,"Nathan, Waka Joseph"
Perry Harris,,,,,"Herewini, McFarlane Alexander"
Frank Oliver,,,,,"Arnold, Derek Austin"
Terry Mitchell,,,,,"Stewart, Allan James"
Colin Farrell,,,,,"Smith, Ian Stanley Talbot"
Andy Haden,,,,,"Major, John"
Laurie Knight,,,,,"Gray, Kenneth Francis"
Mark Taylor,,,,,"Dick, Malcolm John"
Brian Ford,,,,,"MacRae, Ian Robert"
John McEldowney,,,,,"Laidlaw, Christopher Robert"
Graham Mourie,,,,,"Davis, William Leslie"
Bevan Wilson,,,,,"Kirton, Earle Weston"
John Black,,,,,"Lochore, Brian James"
Mark Donaldson,,,,,"Murdoch, Peter Henry"
Gary Knight,,,,,"Collins, John Law"
Brian McKechnie,,,,,"Rangi, Ronald Edward"
Gary Seear,,,,,"Williment, Michael"
Stu Wilson,,,,,"McLeod, Bruce Edward"
Robbie Stuart,,,,,"Birtwistle, William Murray"
Andy Dalton,,,,,"McCormick, William Fergus"
Barry Ashworth,,,,,"Hazlett, Edward John"
John Ashworth,,,,,"Steel, Anthony Gordon"
Leicester Rutledge,,,,,"Williams, Graham Charles"
Dick Myers,,,,,"Thorne, Grahame Stuart"
Clive Currie,,,,,"Hopkinson, Alister Ernest"
David Loveridge,,,,,"Smith, Alan Edward"
Murray Taylor,,,,,"Kember, Gerald Francis"
Murray Watts,,,,,"Cottrell, Wayne David"
Wayne Graham,,,,,"Muller, Brian Leo"
Gary Cunningham,,,,,"Strahan, Samuel Cuningham"
Mike McCool,,,,,"Kirkpatrick, Ian Andrew"
Eddie Dunn,,,,,"Going, Sidney Milton"
John Fleming,,,,,"Lister, Thomas Norman"
Bernie Fraser,,,,,"Sutherland, Alan Richard"
Murray Mexted,,,,,"Skudder, George Rupuha"
John Spiers,,,,,"Hunter, Bruce Anthony"
Richard Wilson,,,,,"Murdoch, Keith"
Peter Sloane,,,,,"Urlich, Ronald Anthony"
Brett Codlin,,,,,"Wyllie, Alexander John"
Hika Reid,,,,,"Williams, Bryan George"
Mark Shaw,,,,,"McNaughton, Alan Murray"
Wayne Smith,,,,,"Gard, Philip Charles"
Tim Twigden,,,,,"Guy, Richard Alan"
Nicky Allen,,,,,"Carrington, Kenneth Roy"
Lachlan Cameron,,,,,"Burgess, Robert Edward"
Geoffrey Hines,,,,,"Whiting, Peter John"
Graeme Higginson,,,,,"Mains, Laurence William"
Rod Ketels,,,,,"Norton, Rangitane Will"
Douglas Rollerson,,,,,"Hales, Duncan Alister"
Allan Hewson,,,,,"Dougan, John Patrick"
Andy Jefferd,,,,,"Morris, Trevor James"
Haydn Rickit,,,,,"Scown, Alistair Ian"
Freddy Woodman,,,,,"Parkinson, Ross Michael"
Greg Burgess,,,,,"Whiting, Graham John"
Geoff Old,,,,,"Hurst, Ian Archibald"
Steve Pokere,,,,,"Karam, Joseph Francis"
Frank Shelford,,,,,"Macdonald, Hamish Hugh"
Gary Whetton,,,,,"Stevens, Ian Neal"
Jamie Salmon,,,,,"Batty, Grant Bernard"
Arthur Stone,,,,,"Lambert, Kent King"
Paul Koteka,,,,,"Jaffray, John Lyndon"
Ian Dunn,,,,,"Stewart, Kenneth William"
Jock Hobbs,,,,,"Robertson, Bruce John"
Warwick Taylor,,,,,"Haden, Andrew Maxwell"
Albert Anderson,,,,,"Sloane, Peter Henry"
Gary Braid,,,,,"Tanner, Kerry John"
Scott Crichton,,,,,"Leslie, Andrew Roy"
Robbie Deans,,,,,"Callesen, John Arthur"
Andy Donald,,,,,"Mitchell, Terry William"
Brian McGrattan,,,,,"Morgan, Joseph Edmund"
Craig Green,,,,,"Knight, Lawrence Gibb"
Murray Davie,,,,,"Robertson, Duncan John"
John Kirwan,,,,,"Eveleigh, Kevin Alfred"
Bruce Smith,,,,,"Bruce, Oliver Douglas"
Alan Whetton,,,,,"Bush, William Kingita Te Pohe"
Michael Clamp,,,,,"Osborne, William Michael"
Kieran Crowley,,,,,"Davis, Lyndon John"
David Kirk,,,,,"McEldowney, John Thompson"
Murray Pierce,,,,,"Seear, Gary Alan"
Grant Fox,,,,,"Johnstone, Bradley Ronald"
Steve McDowall,,,,,"Taylor, Murray Barton"
Victor Simpson,,,,,"Wilson, Richard George"
Kevin Boroevich,,,,,"Black, John Edwin"
Frano Botica,,,,,"Oliver, Francis James"
Mike Brewer,,,,,"Spiers, John Edmunde"
Mark Brooke-Cowden,,,,,"Rollerson, Douglas Leslie"
Greg Cooper,,,,,"Taylor, Norman Mark"
Andy Earl,,,,,"Mourie, Graham Neil Kenneth"
Sean Fitzpatrick,,,,,"Wilson, Stuart Sinclair"
Brett Harvey,,,,,"Myers, Richard George"
Gordon Macpherson,,,,,"Wilson, Bevan William"
Joe Stanley,,,,,"Ford, Brian Robert"
Terry Wright,,,,,"McKechnie, Brian John"
Brent Anderson,,,,,"Donaldson, Mark William"
Michael Speight,,,,,"Dalton, Andrew Grant"
Marty Berry,,,,,"Ashworth, John Colin"
John Drake,,,,,"Knight, Gary Albert"
Buck Shelford,,,,,"Graham, Wayne Geoffrey"
John Gallagher,,,,,"Fleming, John Kingsley"
Michael Jones,,,,,"Rutledge, Leicester Malcolm"
Richard Loe,,,,,"Dunn, Edward James"
Zinzan Brooke,,,,,"Loveridge, David Steven"
Bernie McCahill,,,,,"Cunningham, Gary Richard"
Bruce Deans,,,,,"Watts, Murray Gordon"
John Schuster,,,,,"Twigden, Timothy Moore"
Graeme Bachop,,,,,"Cameron, Lachlan Murray"
Craig Innes,,,,,"Ketels, Rodney Clive"
Ian Jones,,,,,"Fraser, Bernard Gabriel"
Walter Little,,,,,"Hewson, Allan Roy"
Kevin Schuler,,,,,"Mexted, Murray Graham"
Paul Henderson,,,,,"Burgess, Gregory Alexander John"
John Timu,,,,,"Jefferd, Andrew Charles Reeves"
Mark Carter,,,,,"Salmon, James Lionel Broome"
Jon Preston,,,,,"Woodman, Fred Akehurst"
Graham Purvis,,,,,"Old, Geoffrey Haldane"
Inga Tuigamala,,,,,"Higginson, Graeme"
Jason Hewett,,,,,"Smith, Wayne Ross"
Shayne Philpott,,,,,"Shaw, Mark William"
Frank Bunce,,,,,"Reid, Hikatarewa Rockcliffe"
Mark Cooksley,,,,,"Koteka, Tohoa Tauroa"
Richard Turner,,,,,"Donald, Andrew John"
Arran Pene,,,,,"Pokere, Steven Tahurata"
Eroni Clarke,,,,,"Shelford, Frank Nuki Ken"
Jamie Joseph,,,,,"Stone, Arthur Massey"
Blair Larsen,,,,,"Whetton, Gary William"
Ant Strachan,,,,,"Braid, Gary John"
Graham Dowd,,,,,"Dunn, Ian Thomas Wayne"
Robin Brooke,,,,,"Smith, Bruce Warwick"
Olo Brown,,,,,"Deans, Robert Maxwell"
Matthew Cooper,,,,,"Crichton, Scott"
Craig Dowd,,,,,"Hobbs, Michael James Bowie"
Lee Stensness,,,,,"McGrattan, Brian"
Bull Allen,,,,,"Green, Craig Ivan"
Marc Ellis,,,,,"Kirk, David Edward"
Stu Forster,,,,,"Anderson, Albert"
Steve Gordon,,,,,"Taylor, Warwick Thomas"
Jeff Wilson,,,,,"Boroevich, Kevin Grant"
Jonah Lomu,,,,,"Crowley, Kieran James"
Simon Mannix,,,,,"Clamp, Michael"
Stephen Bachop,,,,,"Pierce, Murray James"
Shane Howarth,,,,,"Whetton, Alan James"
Alama Ieremia,,,,,"Fox, Grant James"
Josh Kronfeld,,,,,"Kirwan, John James"
Andrew Mehrtens,,,,,"Drake, John Alan"
Glen Osborne,,,,,"Shelford, Wayne Thomas"
Norm Hewitt,,,,,"McDowall, Steven Clark"
Eric Rush,,,,,"Brooke-Cowden, Mark"
Simon Culhane,,,,,"Anderson, Brent Leslie"
Liam Barry,,,,,"Gallagher, John Anthony"
Justin Marshall,,,,,"Botica, Frano Michael"
Christian Cullen,,,,,"Stanley, Joseph Tito"
Scott McLeod,,,,,"Wright, Terence John"
Adrian Cashmore,,,,,"Earl, Andrew Thomas"
Andrew Blowers,,,,,"Cooper, Gregory John Luke"
Glenn Taylor,,,,,"Berry, Martin Joseph"
Taine Randell,,,,,"Loe, Richard Wyllie"
Tana Umaga,"Umaga, Jonathan Falefasa",,,,"Brewer, Michael Robert"
Anton Oliver,,,,,"Fitzpatrick, Sean Brian Thomas"
Charles Riechelmann,,,,,"Schuster, Nesetorio Jonny"
Junior Tonu'u,,,,,"Deans, Ian Bruce"
Carlos Spencer,,,,,"McCahill, Bernard Jospeh"
Mark Mayerhofler,,,,,"Bachop, Graeme Thomas Miro"
Todd Blackadder,,,,,"Cooper, Matthew James Andrew"
Mark Robinson,,,,,"Brooke, Zinzan Valentine"
Caleb Ralph,,,,,"Jones, Michael Niko"
Carl Hoeft,,,,,"Philpott, Shayne"
Isitolo Maka,,,,,"Innes, Craig Ross"
Joeli Vidiri,,,,,"Tuigamala, Va'aiga Lealuga"
Scott Robertson,,,,,"Gordon, Steven Bryan"
Royce Willis,,,,,"Purvis, Graham Herbert"
Norm Berryman,,,,,"Timu, John Kahukura Raymond"
Kees Meeuws,,,,,"Henderson, Paul William"
Xavier Rush,,,,,"Schuler, Kevin James"
Tony Brown,,,,,"Little, Walter Kenneth"
Daryl Gibson,,,,,"Jones, Ian Donald"
Norm Maxwell,,,,,"Mannix, Simon James"
Dylan Mika,,,,,"Brown, Olo Max"
Greg Feek,,,,,"Preston, Jon Paul"
Byron Kelleher,,,,,"Carter, Mark Peter"
Pita Alatini,,,,,"Bachop, Stephen John"
Mark Hammett,,,,,"Pene, Aran Rewi Brett"
Reuben Thorne,,,,,"Joseph, James Whitinui"
Rhys Duggan,,,,,"Strachan, Anthony Duncan"
Troy Flavell,,,,,"Ellis, Marc Christopher Gwynne"
Greg Somerville,,,,,"Rush, Eric James"
Doug Howlett,,,,,"Larsen, Blair Peter"
Filo Tiatia,,,,,"Taylor, Glenn Lyndon"
Ron Cribb,,,,,"Bunce, Frank Eneri"
Leon MacDonald,,,,,"Clarke, Eroni"
Mark Robinson,,,,,"Brooke, Robin Matthew"
Gordon Slater,,,,,"Cooksley, Mark Stephen Bill"
Bruce Reihana,,,,,"Howarth, Shane Paul"
Jason O'Halloran,,,,,"Forster, Stuart Thomas"
Marty Holah,,,,,"Barry, Liam John"
Carl Hayman,,,,,"Stensness, Lee"
Mark Ranby,,,,,"Allen, Mark Richard"
Jerry Collins,,,,,"Hewitt, Norman Jason"
Chris Jack,,,,,"Dowd, Craig William"
Richie McCaw,,,,,"Wilson, Jeffrey William"
Aaron Mauger,,,,,"Ieremia, Alama"
Dave Hewett,,,,,"Lomu, Jonah Tali"
Ben Blair,,,,,"Culhane, Simon David"
Dion Waller,,,,,"Osborne, Glen Matthew"
Joe McDonnell,,,,,"Kronfeld, Joshua Adrian"
Simon Maling,"Maling, Thomas Simon",,,,"Blackadder, Todd Julian"
Tom Willis,,,,,"Randell, Taine Cheyenne"
Sam Harding,,,,,"Mehrtens, Andrew Philip"
Sam Broomhall,,,,,"Spencer, Carlos James"
Steve Devine,,,,,"Marshall, Justin Warren"
Andrew Hore,"Hore, Andrew Keith",,,,"Cashmore, Adrian Richard"
Keith Lowen,,,,,"McLeod, Scott James"
Keith Robinson,"Robinson, Keith John",,,,"Tonu'u, Ofisa Francis Junior"
Ali Williams,"Williams, Alexander James",,,,"Blowers, Andrew Francis"
Danny Lee,,,,,"Cullen, Christian Mathias"
Brad Mika,,,,,"Oliver, Anton David"
Dan Braid,"Braid, Daniel John",,,,"Slater, Gordon Leonard"
Regan King,,,,,"Robinson, Mark Darren"
Keven Mealamu,"Mealamu, Keven Filipo",,,,
Rodney So'oialo,"So'oialo, Rodney",,,,"Robertson, Scott Maurice"
Tony Woodcock,"Woodcock, Tony Dale",,,,"Willis, Royce Kevin"
Paul Steinmetz,"Steinmetz, Paul Christopher",,,,"Hoeft, Carl Henry"
Ma'a Nonu,"Nonu, Ma'a Allan",,,,"Hammett, Mark Garry"
Joe Rokocoko,"Rokocoko, Josevata Taliga",,,,"Ralph, Caleb Stanley"
Mils Muliaina,"Muliaina, Junior Malili",,,,"Meeuws, Kees Junior"
Dan Carter,"Carter, Daniel William",,,,"Rush, Xavier Joseph"
Brad Thorn,"Thorn, Brad Carnegie",,,,"Brown, Tony Eion"
Corey Flynn,"Flynn, Corey Robert",,,,"Feek, Gregory Edward"
Ben Atiga,,,,,"Alatini, Pita Faiva-ki-moana"
Jono Gibbes,"Gibbes, Jonathan Brian",,,,"Gibson, Daryl Peter Earl"
Nick Evans,"Evans, Nicholas John",,,,"Maxwell, Norman Michael Clifford"
Sam Tuitupou,"Tuitupou, Samual",,,,"Thorne, Reuben David"
Craig Newby,"Newby, Craig Alan",,,,"Kelleher, Byron Terrance"
Mose Tuiali'i,"Tuiali_‹_i, Moses Moses",,,,"Cribb, Ronald Te Huia"
Rico Gear,"Gear, Rico Levi",,,,"Robinson, Mark Powell"
Conrad Smith,"Smith, Conrad Gerard",,,,"Howlett, Douglas Charles"
Saimone Taumoepeau,"Taumoepeau, Saimone",,,,"Flavell, Troy Vandem"
Steven Bates,,,,,"MacDonald, Leon Raymond"
Jimmy Cowan,"Cowan, Quinton James",,,,"Somerville, Greg Mardon"
Casey Laulala,"Laulala, Casey Daniel Eti",,,,"Willis, Thomas Eion"
Piri Weepu,"Weepu, Piri Awahou Tihou",,,,"Blair, Ben Austin"
James Ryan,"Ryan, James Andrew Cheyne",,,,"Hewett, David Norman"
Sitiveni Sivivatu,"Sivivatu, Sitiveni Waica",,,,"Maling, Thomas Simon"
Derren Witcombe,,,,,"Hill, David William"
Sosene Anesi,,,,,"Holah, Martin Rowan"
Campbell Johnstone,,,,,"Collins, Jerry"
Sione Lauaki,"Lauaki, Sione Tuitupu",,,,"Jack, Christopher Raymond"
Luke McAlister,"McAlister, Charles Luke",,,,"Mauger, Aaron Joseph Douglas"
Kevin Senio,,,,,"Hayman, Carl Joseph"
Chris Masoe,"Masoe, Matemini Christopher",,,,"McCaw, Richard Hugh"
Neemia Tialata,"Tialata, Neemiah Stanley",,,,"Devine, Stephen John"
Angus Macdonald,,,,,
John Afoa,"Afoa, Ioane Fitu",,,,
Jason Eaton,"Eaton, Jason John",,,,
Isaia Toeava,"Toeava, Isaia",,,,
Clarke Dermody,,,,,
Greg Rawlinson,"Rawlinson, Gregory Paul",,,,
Jerome Kaino,"Kaino, Jerome",,,,
David Hill,"Hill, David William",,,,
Scott Hamilton,,,,,
Andy Ellis,"Ellis, Andrew Michael",,,,
Brendon Leonard,"Leonard, Brendon Grant",,,,
Ross Filipo,"Filipo, Ross Ami",,,,
John Schwalger,"Schwalger, John Evan",,,,
Anthony Tuitavake,,,,,
Adam Thomson,"Thomson, Adam John",,,,
Anthony Boric,"Boric, Anthony Frank",,,,
Stephen Donald,"Donald, Stephen Rex",,,,
Richard Kahui,"Kahui, Richard David",,,,
Rudi Wulf,,,,,
Kevin O'Neill,,,,,
Hosea Gear,"Gear, Hosea Emiliano",,,,
Cory Jane,"Jane, Cory Steven",,,,
Jamie Mackintosh,,,,,
Liam Messam,"Messam, Liam Justin",,,,
Kieran Read,"Read, Kieran James",,,,
Isaac Ross,,,,,
Bryn Evans,,,,,
Tanerau Latimer,,,,,
Wyatt Crockett,"Crockett, Wyatt William Vogels",,,,
Lelia Masaga,,,,,
Aled de Malmanche,"de Malmanche, Aled Peter",,,,
Owen Franks,"Franks, Owen Thomas",,,,
George Whitelock,,,,,
Tom Donnelly,"Donnelly, Thomas Joshua Sebastian",,,,
Zac Guildford,"Guildford, Zachary Robert",,,,
Mike Delany,,,,,
Tamati Ellison,"Ellison, Tamati Edward",,,,
Ben Smith,"Smith, Benjamin Robert",,,,
Israel Dagg,"Dagg, Israel Jamahl Akuhata",,,,
Ben Franks,"Franks, Ben John",,,,
Benson Stanley,,,,,
Aaron Cruden,"Cruden, Aaron Wiremu",,,,
Victor Vito,"Vito, Victor Vasefafanua Junior",,,,
Sam Whitelock,"Whitelock, Samuel Lawrence",,,,
Rene Ranger,"Ranger, Rene Mark Nelson",,,,
Alby Mathewson,"Mathewson, Alby Samuel",,,,
Colin Slade,"Slade, Colin Richard",,,,
Sonny Bill Williams,"Williams, Sonny Bill",,,,
Hika Elliot,"Elliot, Hikawera Te Po",,,,
Jarrad Hoeata,,,,,
Brodie Retallick,"Retallick, Brodie Allan",,,,
Julian Savea,"Savea, Sio Julian",,,,
Aaron Smith,"Smith, Aaron Luke",,,,
Sam Cane,"Cane, Samuel Jordan",,,,
Luke Romano,"Romano, Luke",,,,
Beauden Barrett,"Barrett, Beauden John",,,,
Charlie Faumuina,"Faumuina, Charlie",,,,
Dane Coles,"Coles, Dane Stuart",,,,
Tawera Kerr-Barlow,"Kerr-Barlow, Tawera Narada James",,,,
Ben Afeaki,,,,,
Jeremy Thrush,,,,,
Steven Luatua,,,,,
Charles Piutau,,,,,
Matt Todd,,,,,
Ryan Crotty,,,,,
Tom Taylor,,,,,
Francis Saili,,,,,
Dominic Bird,,,,,
Frank Halai,,,,,
Jeff Toomaga-Allen,,,,,
Luke Whitelock,,,,,
Malakai Fekitoa,,,,,
TJ Perenara,"Perenara, Thomas Tekanapu Rawakata",,,,
Patrick Tuipulotu,,,,,
Joe Moody,,,,,
Nathan Harris,,,,,
Augustine Pulu,,,,,
James Parsons,,,,,
