Arthur Collins,,1932,Fullback,3,2,1,0,0,9,Stratford,United Kingdom,England,West Midlands,Warwickshire,NewZealand
Gordon Innes,,1932,Five-eighth,1,1,0,0,0,0,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Bill Hadley,,1934,Hooker,8,4,3,1,2,6,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Bubs Knight,,1934,Lock,1,0,1,0,1,3,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Arthur Lambourn,,1934,Prop,10,4,5,1,0,0,Qld,Australia,Queensland,Missing,Missing,NewZealand
Roderick McKenzie,,1934,Flanker,9,6,3,0,0,0,Rakaia,New Zealand/Aotearoa,Canterbury,Ashburton District,Rakaia,NewZealand
Ned Barry,,1934,Flanker,1,0,0,1,0,0,Temuka,New Zealand/Aotearoa,Canterbury,Timaru District,Temuka,NewZealand
Jack Griffiths,,1934,Fly-half,7,5,1,1,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Edward Holder,,1934,Wing,1,0,0,1,0,0,Seddonville,New Zealand/Aotearoa,West Coast,Buller District,Seddonville,NewZealand
Ron King,,1934,Lock,13,8,4,1,0,0,Waiuta,New Zealand/Aotearoa,West Coast,Buller District,Waiuta,NewZealand
Hawea Mataira,,1934,No. 8,1,0,0,1,0,0,Nuhaka,New Zealand/Aotearoa,Hawke's Bay,Wairoa District,Nuhaka,NewZealand
Mike Gilbert,,1935,Fullback,4,2,2,0,0,20,Rothesay,Canada,New Brunswick,Kings County,Rothesay,NewZealand
Tonk Mahoney,,1935,No. 8,4,2,2,0,0,0,Woodville,United States of America,Texas,Tyler County,Woodville,NewZealand
Brushy Mitchell,,1935,Centre,8,5,3,0,4,12,Invercargill,New Zealand/Aotearoa,Southland,Invercargill City,Invercargill,NewZealand
Tori Reid,,1935,Lock,9,5,4,0,2,6,Tokomaru Bay,New Zealand/Aotearoa,Gisborne,Tokomaru Bay,Missing,NewZealand
Joey Sadler,,1935,Scrum-half,5,4,1,0,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Doug Dalton,,1935,Prop,9,6,3,0,0,0,Napier,New Zealand/Aotearoa,Hawke's Bay,Napier City,Napier,NewZealand
Snowy Tindill,,1936,"Fly-half, Scrum-half",1,0,1,0,0,0,Nelson,New Zealand/Aotearoa,Nelson,Missing,Missing,NewZealand
Everard Jackson,,1936,Prop,6,4,2,0,0,0,Hastings,United Kingdom,England,South East,East Sussex,NewZealand
Shorty Killeen,,1936,Five-eighth,1,1,0,0,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
John Rankin,,1936,No. 8,3,2,1,0,2,6,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Jim Watt,,1936,Wing,2,2,0,0,2,6,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Jock Wells,,1936,Flanker,2,2,0,0,0,0,nr.Dargaville,g,n,i,s,NewZealand
Colin Gillies,,1936,Fly-half,1,1,0,0,0,0,Oamaru,New Zealand/Aotearoa,Otago,Waitaki District,Oamaru,NewZealand
Ronald Ward,,1936,Flanker,3,2,1,0,0,0,Riverton,United States of America,Wyoming,Fremont County,Riverton,NewZealand
Donald Cobden,,1937,Wing,1,1,0,0,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
John Dick,,1937,Wing,3,2,1,0,1,3,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
John Hooper,,1937,Five-eighth,3,1,2,0,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Allan Parkhill,,1937,No. 8,6,4,2,0,1,3,Palmerston,Cook Islands,Palmerston,Missing,Missing,NewZealand
Harold Simon,,1937,Scrum-half,3,1,2,0,0,0,Kingston,Jamaica,Surrey County,Kingston and St. Andrew Corporation,Kingston,NewZealand
John Sullivan,,1937,Centre,6,4,2,0,3,9,Tahora,New Zealand/Aotearoa,Manawatu-Wanganui,Tahora,Missing,NewZealand
John Taylor,,1937,Fullback,6,4,2,0,0,24,Mataura,New Zealand/Aotearoa,Southland,Gore District,Mataura,NewZealand
David Trevathan,,1937,Fly-half,3,1,2,0,0,16,Mosgiel Junction,g,n,i,s,NewZealand
Bill Phillips,,1937,Wing,3,2,1,0,1,3,Raglan,United Kingdom,Wales,Monmouthshire,Raglan,NewZealand
Trevor Berghan,,1938,Fly-half,3,3,0,0,0,0,Houhora,New Zealand/Aotearoa,Northland,Far North District,Houhora,NewZealand
Snow Bowman,,1938,Flanker,3,3,0,0,2,6,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Les George,,1938,Prop,3,3,0,0,0,0,Invercargill,New Zealand/Aotearoa,Southland,Invercargill City,Invercargill,NewZealand
Harold Milliken,,1938,Lock,3,3,0,0,1,3,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Thomas Morrison,,1938,Wing,3,3,0,0,0,4,Gisborne,New Zealand/Aotearoa,Gisborne,Missing,Missing,NewZealand
Charlie Quaid,,1938,Hooker,2,2,0,0,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Charles Saxton,,1938,Scrum-half,3,3,0,0,3,9,Kurow,New Zealand/Aotearoa,Canterbury,Waitaki District,Kurow,NewZealand
Fred Allen,,1946,Five-eighth,6,4,2,0,0,0,Oamaru,New Zealand/Aotearoa,Otago,Waitaki District,Oamaru,NewZealand
Wally Argus,,1946,Wing,4,4,0,0,4,12,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Has Catley,,1946,Hooker,7,3,4,0,0,0,Hamilton,Canada,Ontario,Hamilton,Missing,NewZealand
John Dunn,,1946,Wing,1,1,0,0,0,0,Otahuhu,New Zealand/Aotearoa,Auckland,Mangere-Otahuhu,Å‘tóÅhuhu,NewZealand
Ken Elliott,,1946,No. 8,2,2,0,0,1,3,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Ron Elvidge,,1946,Five-eighth,9,4,4,1,4,12,Timaru,New Zealand/Aotearoa,Canterbury,Timaru District,Timaru,NewZealand
Jack Finlay,,1946,No. 8,1,1,0,0,1,3,Normanby,United Kingdom,England,Yorkshire and the Humber,North Lincolnshire,NewZealand
Harry Frazer,,1946,Lock,5,4,1,0,1,3,Wanganui,New Zealand/Aotearoa,Manawatu-Wanganui,Wanganui District,Whanganui,NewZealand
Jimmy Haig,,1946,Scrum-half,2,2,0,0,1,3,Prestonpans,United Kingdom,Scotland,East Lothian,Prestonpans,NewZealand
Maurice McHugh,,1946,Flanker,3,2,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Pat Rhind,,1946,Prop,2,2,0,0,0,0,Lyttelton,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Bob Scott,,1946,Fullback,17,10,6,1,0,74,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
John Smith,,1946,Centre,4,2,2,0,1,6,Kaikohe,New Zealand/Aotearoa,Northland,Far North District,Kaikohe,NewZealand
Roy White,,1946,Flanker,4,4,0,0,1,3,Dannevirke,New Zealand/Aotearoa,Manawatu-Wanganui,Tararua District,Dannevirke,NewZealand
Charlie Willocks,,1946,Lock,5,2,3,0,0,0,Balclutha,New Zealand/Aotearoa,Otago,Clutha District,Balclutha,NewZealand
John McRae,,1946,Hooker,2,2,0,0,0,0,Springhills,New Zealand/Aotearoa,Southland,Springhills,Missing,NewZealand
Eric Boggs,,1946,Wing,2,1,1,0,0,0,Whangarei,New Zealand/Aotearoa,Northland,Whangarei District,Whangarei,NewZealand
Thomas Budd,,1946,Lock,2,1,1,0,0,0,Bluff,New Zealand/Aotearoa,Southland,Invercargill City,Bluff,NewZealand
Maurice Goddard,,1946,Centre,5,3,2,0,1,3,Timaru,New Zealand/Aotearoa,Canterbury,Timaru District,Timaru,NewZealand
Keith Arnold,,1947,Flanker,2,2,0,0,1,3,Feilding,New Zealand/Aotearoa,Manawatu-Wanganui,Manawatu District,Feilding,NewZealand
Ben Couch,,1947,Fly-half,3,1,2,0,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Ray Dalton,,1947,Prop,2,2,0,0,0,0,Te Awamutu,New Zealand/Aotearoa,Waikato,Waipa District,Te Awamutu,NewZealand
Goldie Grant,,1947,Lock,4,2,2,0,0,0,Temuka,New Zealand/Aotearoa,Canterbury,Timaru District,Temuka,NewZealand
John McLean,,1947,Wing,2,1,1,0,0,0,Thames,New Zealand/Aotearoa,Waikato,Thames Coromandel District,Thames,NewZealand
Johnny Simpson,,1947,Prop,9,4,4,1,0,0,Rotorua,New Zealand/Aotearoa,Bay of Plenty,Rotorua District,Rotorua,NewZealand
Percy Tetzlaff,,1947,Scrum-half,2,2,0,0,0,0,Taupiri,New Zealand/Aotearoa,Waikato,Waikato District,Taupiri,NewZealand
Neville Thornton,,1947,No. 8,3,2,1,0,0,3,Otahuhu,New Zealand/Aotearoa,Auckland,Mangere-Otahuhu,Å‘tóÅhuhu,NewZealand
Jim Kearney,,1947,Fly-half,4,1,3,0,1,9,Naseby,United Kingdom,England,East Midlands,Northamptonshire,NewZealand
Tim Mason,,1947,Wing,1,1,0,0,1,3,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Lester Harvey,,1949,Lock,8,3,4,1,0,0,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Sammy Henderson,,1949,Wing,7,3,4,0,2,6,Gisborne,New Zealand/Aotearoa,Gisborne,Missing,Missing,NewZealand
Jack McNab,,1949,Flanker,6,2,3,1,0,0,Owaka,New Zealand/Aotearoa,Otago,Clutha District,Owaka,NewZealand
Laurence Savage,,1949,Scrum-half,3,0,3,0,0,0,Nelson,New Zealand/Aotearoa,Nelson,Missing,Missing,NewZealand
Kevin Skinner,,1949,Prop,20,12,7,1,1,3,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Peter Johnstone,,1949,No. 8,9,6,2,1,1,3,Mosgiel,New Zealand/Aotearoa,Otago,Dunedin City,Mosgiel,NewZealand
Bill Meates,,1949,Wing,7,3,3,1,0,0,Greymouth,New Zealand/Aotearoa,West Coast,Grey District,Greymouth,NewZealand
Vince Bevan,,1949,Scrum-half,6,3,2,1,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Kiwi Blake,,1949,Flanker,1,0,1,0,0,0,Carterton,New Zealand/Aotearoa,Wellington,Carterton District,Carterton,NewZealand
Ron Bryers,,1949,Lock,1,0,1,0,0,0,Raetihi,New Zealand/Aotearoa,Manawatu-Wanganui,Ruapehu District,Raetihi,NewZealand
Ronald Dobson,,1949,Five-eighth,1,0,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Arthur Hughes,,1949,Hooker,6,3,2,1,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Jack Kelly,,1949,Fullback,2,0,2,0,0,3,Ashburton,United Kingdom,England,South West England,Devon,NewZealand
Bert Lunn,,1949,Flanker,2,0,2,0,0,0,Alexandra,New Zealand/Aotearoa,Otago,Central Otago District,Alexandra,NewZealand
Graham Moore,,1949,Wing,1,0,1,0,1,3,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Bill Mumm,,1949,Prop,1,0,1,0,0,0,Mokihinui,New Zealand/Aotearoa,West Coast,Buller District,Mokihinui,NewZealand
Rex Orr,,1949,Fullback,1,0,1,0,0,0,Gore,New Zealand/Aotearoa,Southland,Gore District,Gore,NewZealand
Bob Stuart,,1949,No. 8,7,3,4,0,1,3,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Tiny White,,1949,Lock,23,15,7,1,3,9,Gisborne,New Zealand/Aotearoa,Gisborne,Missing,Missing,NewZealand
Hector Wilson,,1949,Prop,5,4,1,0,1,3,Beaumont,United States of America,Texas,Jefferson County,Beaumont,NewZealand
Neville Black,,1949,Scrum-half,1,0,1,0,0,0,Kawakawa,New Zealand/Aotearoa,Northland,Far North District,Kawakawa,NewZealand
Pat Crowley,,1949,Flanker,6,3,2,1,1,3,Wanganui,New Zealand/Aotearoa,Manawatu-Wanganui,Wanganui District,Whanganui,NewZealand
Desmond Christian,,1949,No. 8,1,0,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Red Delamore,,1949,Fly-half,1,0,1,0,0,0,Thames,New Zealand/Aotearoa,Waikato,Thames Coromandel District,Thames,NewZealand
Jack Bond,,1949,Prop,1,0,1,0,0,0,Carterton,New Zealand/Aotearoa,Wellington,Carterton District,Carterton,NewZealand
Ray O'Callaghan,,1949,Five-eighth,1,0,1,0,0,3,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Des O'Donnell,,1949,Prop,1,0,1,0,0,0,Palmerston North,New Zealand/Aotearoa,Manawatu-Wanganui,Palmerston North City,Palmerston North,NewZealand
Roy Roper,,1949,Centre,5,3,1,1,3,9,Owhango,New Zealand/Aotearoa,Manawatu-Wanganui,Ruapehu District,Owhango,NewZealand
Harry Rowley,,1949,No. 8,1,0,1,0,0,0,Cromwell,United States of America,89109,Nevada,Clark County,NewZealand
George Beatty,,1950,Fly-half,1,0,0,1,0,0,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
Brownie Cherrington,,1950,Wing,1,0,0,1,0,0,Otiria,New Zealand/Aotearoa,Northland,Far North District,Moerewa,NewZealand
Laurie Haig,,1950,Fly-half,9,8,1,0,1,5,Prestonpans,United Kingdom,Scotland,East Lothian,Prestonpans,NewZealand
Graham Mexted,,1950,No. 8,1,1,0,0,0,0,Greytown,New Zealand/Aotearoa,Wellington,South Wairarapa District,Greytown,NewZealand
John Tanner,,1950,Centre,5,4,1,0,1,3,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Snow Cockerill,,1951,Fullback,3,3,0,0,0,11,Hawera,New Zealand/Aotearoa,Taranaki,South Taranaki District,Hawera,NewZealand
Bob Duff,,1951,Lock,11,8,3,0,0,0,Lyttelton,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Percy Erceg,,1951,Wing,4,3,1,0,0,0,Waipapakauri,New Zealand/Aotearoa,Northland,Far North District,Unahi,NewZealand
Ronald Jarden,,1951,Wing,16,11,5,0,7,42,Lower Hutt,New Zealand/Aotearoa,Wellington,Lower Hutt City,Lower Hutt,NewZealand
Thomas Lynch,,1951,Five-eighth,3,3,0,0,2,9,Naseby,United Kingdom,England,East Midlands,Northamptonshire,NewZealand
William McCaw,,1951,No. 8,5,3,2,0,0,0,Gore,New Zealand/Aotearoa,Southland,Gore District,Gore,NewZealand
Charles Robinson,,1951,Flanker,5,4,1,0,1,3,Bluff,New Zealand/Aotearoa,Southland,Invercargill City,Bluff,NewZealand
Leo Steele,,1951,Scrum-half,3,3,0,0,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Norman Wilson,,1951,Hooker,3,3,0,0,1,3,Masterton,New Zealand/Aotearoa,Wellington,Masterton District,Masterton,NewZealand
Raymond Bell,,1951,Wing,3,2,1,0,1,6,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Peter Eastgate,,1952,Prop,3,2,1,0,0,0,Nelson,New Zealand/Aotearoa,Nelson,Missing,Missing,NewZealand
Allan Elsom,,1952,Centre,6,3,3,0,0,3,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Jim Fitzgerald,,1952,Five-eighth,1,0,1,0,1,3,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
John Hotop,,1952,Fly-half,3,1,2,0,1,6,Alexandra,New Zealand/Aotearoa,Otago,Central Otago District,Alexandra,NewZealand
Ian Irvine,,1952,Hooker,1,0,1,0,0,0,Carterton,New Zealand/Aotearoa,Wellington,Carterton District,Carterton,NewZealand
Hugh McLaren,,1952,No. 8,1,0,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Kevin Meates,,1952,No. 8,2,1,1,0,0,0,Greymouth,New Zealand/Aotearoa,West Coast,Grey District,Greymouth,NewZealand
Ponty Reid,,1952,Scrum-half,5,4,1,0,0,0,Te Kuiti,New Zealand/Aotearoa,Waikato,Waitomo District,Te Kuiti,NewZealand
Noel Bowden,,1952,Fullback,1,1,0,0,0,3,Whangarei,New Zealand/Aotearoa,Northland,Whangarei District,Whangarei,NewZealand
Mick Bremner,,1952,Five-eighth,2,1,1,0,0,0,Otorohanga,New Zealand/Aotearoa,Waikato,Otorohanga District,Otorohanga,NewZealand
Keith Davis,,1952,Scrum-half,10,7,3,0,0,0,Whakatane,New Zealand/Aotearoa,Bay of Plenty,Whakatane District,Whakatane,NewZealand
Ian Hammond,,1952,Hooker,1,1,0,0,0,0,Blenheim,New Zealand/Aotearoa,Marlborough,Blenheim,Missing,NewZealand
Jack Skeen,,1952,Flanker,1,1,0,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Bill Clark,,1953,Flanker,9,7,2,0,3,9,Motueka,New Zealand/Aotearoa,Tasman,Motueka,Missing,NewZealand
Ian Clarke,,1953,Prop,24,19,4,1,0,0,Kaponga,New Zealand/Aotearoa,Taranaki,South Taranaki District,Kaponga,NewZealand
Nelson Dalzell,,1953,Lock,5,3,2,0,1,3,N.Cant.,United States of America,Ohio,Stark County,North Canton,NewZealand
Brian Fitzpatrick,,1953,Five-eighth,3,1,2,0,0,0,Opotiki,New Zealand/Aotearoa,Bay of Plenty,Opotiki District,Opotiki,NewZealand
Ron Hemi,,1953,Hooker,16,12,4,0,1,3,Whangarei,New Zealand/Aotearoa,Northland,Whangarei District,Whangarei,NewZealand
Richard Bowers,,1954,Fly-half,2,1,1,0,0,0,Rawhiti,New Zealand/Aotearoa,6145,Wellington,Wellington City,NewZealand
Morrie Dixon,,1954,Wing,10,8,2,0,2,6,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Colin Loader,,1954,Centre,4,3,1,0,0,0,Dannevirke,New Zealand/Aotearoa,Manawatu-Wanganui,Tararua District,Dannevirke,NewZealand
Desmond Oliver,,1954,Flanker,2,1,1,0,0,0,Palmerston North,New Zealand/Aotearoa,Manawatu-Wanganui,Palmerston North City,Palmerston North,NewZealand
Snow White,,1954,Prop,4,2,2,0,0,0,Kawakawa,New Zealand/Aotearoa,Northland,Far North District,Kawakawa,NewZealand
Tiger Hilton-Jones,,1954,Flanker,11,9,2,0,2,6,Kaitaia,New Zealand/Aotearoa,Northland,Far North District,Kaitaia,NewZealand
Douglas Wilson,,1954,Five-eighth,2,2,0,0,0,0,Wanganui,New Zealand/Aotearoa,Manawatu-Wanganui,Wanganui District,Whanganui,NewZealand
Robin Archer,,1955,Fly-half,4,4,0,0,0,0,Gore,New Zealand/Aotearoa,Southland,Gore District,Gore,NewZealand
Peter Burke,,1955,No. 8,3,3,0,0,0,0,Tauranga,New Zealand/Aotearoa,Bay of Plenty,Tauranga City,Tauranga,NewZealand
Mark Irwin,,1955,Prop,7,4,3,0,0,0,Gisborne,New Zealand/Aotearoa,Gisborne,Missing,Missing,NewZealand
Ross Smith,,1955,Wing,1,1,0,0,0,0,Ashburton,United Kingdom,England,South West England,Devon,NewZealand
Kevin Stuart,,1955,Fullback,1,1,0,0,0,0,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Lindsay Townsend,,1955,Scrum-half,2,1,1,0,0,0,Mataura,New Zealand/Aotearoa,Southland,Gore District,Mataura,NewZealand
Ivan Vodanovich,,1955,Prop,3,2,1,0,1,3,Wanganui,New Zealand/Aotearoa,Manawatu-Wanganui,Wanganui District,Whanganui,NewZealand
Pat Walsh,,1955,Fullback,13,10,3,0,4,12,Kaitaia,New Zealand/Aotearoa,Northland,Far North District,Kaitaia,NewZealand
Bill Gray,,1955,Five-eighth,6,4,2,0,0,0,Te Puke,New Zealand/Aotearoa,Bay of Plenty,Western Bay of Plenty District,Te Puke,NewZealand
Tom Katene,,1955,Wing,1,1,0,0,0,0,Taranaki,New Zealand/Aotearoa,Taranaki,Missing,Missing,NewZealand
Ross Brown,,1955,Fly-half,16,13,3,0,3,12,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
John Buxton,,1955,Flanker,2,1,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Tiny Hill,,1955,Lock,11,9,2,0,0,0,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
Donald McIntosh,,1956,Flanker,4,3,1,0,0,0,Lower Hutt,New Zealand/Aotearoa,Wellington,Lower Hutt City,Lower Hutt,NewZealand
Patrick Vincent,,1956,Scrum-half,2,1,1,0,0,0,Wataroa,New Zealand/Aotearoa,Taranaki,South Taranaki District,Pungarehu,NewZealand
Francis McAtamney,,1956,Prop,1,0,1,0,0,0,Middlemarch,Canada,Ontario,Elgin County,Southwold,NewZealand
Ian MacEwan,,1956,Lock,20,14,4,2,2,6,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Denis Young,,1956,Hooker,22,15,4,3,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
Don Clarke,,1956,Fullback,31,24,4,3,2,207,Pihama,New Zealand/Aotearoa,Taranaki,South Taranaki District,Pihama,NewZealand
Terry Lineen,,1957,Five-eighth,12,8,3,1,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Frank McMullen,,1957,Wing,11,8,2,1,4,12,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Colin Meads,,1957,Lock,55,41,10,4,7,21,Cambridge,United Kingdom,England,East of England,Cambridgeshire,NewZealand
Wilson Whineray,,1957,Prop,32,24,5,3,2,6,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Mick Cossey,,1958,Wing,1,1,0,0,0,0,Papakura,New Zealand/Aotearoa,Auckland,Papakura,Missing,NewZealand
Thomas Coughlan,,1958,Flanker,1,1,0,0,0,0,Temuka,New Zealand/Aotearoa,Canterbury,Timaru District,Temuka,NewZealand
David Graham,,1958,Flanker,22,17,2,3,2,6,Stratford,United Kingdom,England,West Midlands,Warwickshire,NewZealand
David Ashby,,1958,Fullback,1,0,1,0,0,0,Mataura,New Zealand/Aotearoa,Southland,Gore District,Mataura,NewZealand
Ernest Pickering,,1958,Flanker,3,1,2,0,0,0,Te Kuiti,New Zealand/Aotearoa,Waikato,Waitomo District,Te Kuiti,NewZealand
James Watt,,1958,Wing,9,5,3,1,1,3,Dunedin,New Zealand/Aotearoa,Otago,Dunedin City,Dunedin,NewZealand
Adrian Clarke,,1958,Fly-half,3,1,2,0,0,0,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
William Gillespie,,1958,Flanker,1,1,0,0,0,0,Cromwell,United States of America,89109,Nevada,Clark County,NewZealand
Brian Finlay,,1959,Flanker,1,1,0,0,0,0,Cromwell,United States of America,89109,Nevada,Clark County,NewZealand
Bruce McPhail,,1959,Wing,2,1,1,0,0,0,Ashburton,United Kingdom,England,South West England,Devon,NewZealand
Spider Urbahn,,1959,Scrum-half,3,2,1,0,1,3,Opunake,New Zealand/Aotearoa,Taranaki,South Taranaki District,Opunake,NewZealand
Kevin Briscoe,,1959,Scrum-half,9,5,2,2,0,0,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
Ralph Caulton,,1959,Wing,16,11,4,1,8,24,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Dick Conway,,1959,No. 8,10,5,4,1,1,3,Whakatane,New Zealand/Aotearoa,Bay of Plenty,Whakatane District,Whakatane,NewZealand
Tuppy Diack,602,1959,Wing,1,1,0,0,0,0,Invercargill,New Zealand/Aotearoa,Southland,Invercargill City,Invercargill,NewZealand
John McCullough,603,1959,Fly-half,3,2,1,0,0,0,Stratford,United Kingdom,England,West Midlands,Warwickshire,NewZealand
Kel Tremain,604,1959,Flanker,38,30,5,3,9,27,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Desmond Webb,605,1959,Hooker,1,1,0,0,0,0,Kawakawa,New Zealand/Aotearoa,Northland,Far North District,Kawakawa,NewZealand
Terence O'Sullivan,612,1960,Centre,4,3,1,0,1,3,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
Ronald Horsley,610,1960,Lock,3,1,1,1,0,0,Wellington,New Zealand/Aotearoa,Wellington,Wellington City,Wellington,NewZealand
Kevin Laidlaw,611,1960,Centre,3,1,1,1,0,0,Nightcaps,New Zealand/Aotearoa,Southland,The Nightcaps,Missing,NewZealand
Steven Nesbit,615,1960,Fly-half,2,1,0,1,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Tony Davies,608,1960,Five-eighth,3,2,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Desmond Connor,617,1958,Scrum-half,24,11,11,2,0,0,Brisbane,Australia,Queensland,Brisbane,Missing,NewZealand
Donald McKay,618,1961,Wing,5,5,0,0,2,6,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Stan Meads,619,1961,Lock,15,13,2,0,0,0,Arapuni,New Zealand/Aotearoa,Waikato,South Waikato District,Arapuni,NewZealand
Neil Wolfe,620,1961,Fly-half,6,5,0,1,0,0,New Plymouth,New Zealand/Aotearoa,Taranaki,New Plymouth District,New Plymouth,NewZealand
Boy Yates,621,1961,No. 8,3,3,0,0,1,3,Kaitaia,New Zealand/Aotearoa,Northland,Far North District,Kaitaia,NewZealand
Paul Little,622,1961,Centre,10,8,0,2,1,3,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Rod Heeps,625,1962,Wing,5,4,0,1,1,3,Hamilton,Canada,Ontario,Hamilton,Missing,NewZealand
Waka Nathan,627,1962,Flanker,14,13,0,1,4,12,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Bruce Watt,628,1962,Fly-half,8,7,0,1,2,9,Marton,United Kingdom,England,North West England,Cheshire East,NewZealand
Raymond Moreton,629,1962,Five-eighth,7,4,2,1,2,9,Invercargill,New Zealand/Aotearoa,Southland,Invercargill City,Invercargill,NewZealand
Peter Morrissey,630,1962,Wing,3,2,0,1,2,6,Christchurch,New Zealand/Aotearoa,Canterbury,Christchurch City,Christchurch,NewZealand
John Creighton,624,1962,Hooker,1,1,0,0,0,0,Rotherham,United Kingdom,England,Yorkshire and the Humber,Rotherham,NewZealand
Jules le Lievre,626,1962,Prop,1,1,0,0,0,0,Akaroa,New Zealand/Aotearoa,Canterbury,Christchurch City,Akaroa,NewZealand
Keith Nelson,631,1962,No. 8,2,2,0,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
Mac Herewini,632,1962,Fly-half,10,9,0,1,1,21,Mokai,Brasil,70347090,Regi’£o Centro-Oeste,DF,NewZealand
Barry Thomas,633,1962,Prop,4,3,1,0,0,0,Auckland,New Zealand/Aotearoa,Auckland,Missing,Missing,NewZealand
