Jim Tennent,1909,Halfback,Glasgow,6,3,5,15,United Kingdom,G,Scotland
William Lely,1909,Prop,London,1,1,0,0,United Kingdom,England,Greater London
Robert Lindsay-Watson,1909,Wing,Hawick,1,1,1,3,United Kingdom,Scotland,Scottish Borders
John MacGregor,1909,Fly-half,Pontypridd,1,1,1,3,United Kingdom,CF37; CF38,Wales
Jimmy Pearson,1909,Centre,Edinburgh,12,6,1,10,United Kingdom,Scotland,City of Edinburgh
Charles Stuart,1909,Forward,Glasgow,7,3,1,3,United Kingdom,G,Scotland
Alexander Moodie,1909,Forward,Dundee,3,2,0,0,United Kingdom,Scotland,Dundee City
James Reid-Kerr,1909,Forward,Greenock,1,1,0,0,United Kingdom,Scotland,Inverclyde
Fletcher Buchanan,1910,Centre,Glasgow,3,1,0,0,United Kingdom,G,Scotland
Ian Robertson,1910,Wing,?,1,1,2,6,g,n,i
Robert Stevenson,1910,Forward,Perth,9,3,0,0,Australia,Western Australia,Perth
Puss Milroy,1910,Scrum-half,Edinburgh,12,3,1,3,United Kingdom,Scotland,City of Edinburgh
Walter Sutherland,1910,Wing,Hawick,13,4,4,12,United Kingdom,Scotland,Scottish Borders
Cecil Abercrombie,1910,Forward,Mozufferpore,6,2,1,3,g,n,i
Jimmy Dobson,1910,Wing,Glasgow,1,1,1,3,United Kingdom,G,Scotland
Andrew Lindsay,1910,Scrum-half,Otepopo,2,1,0,0,g,n,i
Donald Macpherson,1905,Wing,Waimate,3,2,1,3,New Zealand/Aotearoa,Canterbury,Waimate District
Rowland Fraser,1911,Prop,Perth,4,0,0,0,Australia,Western Australia,Perth
Frank Osler,1911,Scrum-half,Riversdale,2,0,0,0,Canada,S7M0X2,Saskatchewan
Alexander Stevenson,1911,Forward,Glasgow,1,0,0,0,United Kingdom,G,Scotland
Borth Todd,1911,Fullback,Peebles,1,0,0,0,United Kingdom,Scotland,Scottish Borders
Freddie Turner,1911,Flanker,Liverpool,15,4,3,37,United Kingdom,England,North West England
Thomas Young,1911,Centre,Hartlepool,1,0,0,0,United Kingdom,England,North East England
